"family","subfamily","species"
"Apidae","Nomadinae","Townsendiella ensifera"
"Apidae","Apinae","Lestrimelitta sulina"
"Colletidae","Xeromelissinae","Chilicola paramoides"
"Colletidae","Xeromelissinae","Chilicola bochica"
"Colletidae","Colletinae","Colletes creticus"
"Colletidae","Hylaeinae","Hylaeus luteus"
"Colletidae","Neopasiphaeinae","Belopria zonata"
"Colletidae","Neopasiphaeinae","Actenosigynes mantiqueirensis"
"Colletidae","Neopasiphaeinae","Nomiocolletes joergenseni"
"Colletidae","Colletinae","Colletes francesae"
"Colletidae","Hylaeinae","Hylaeus purpurissatus"
"Colletidae","Neopasiphaeinae","Spinolapis cyanea"
"Colletidae","Neopasiphaeinae","Edwyniana flavicornis"
"Colletidae","Hylaeinae","Hylaeus laevithorax"
"Colletidae","Hylaeinae","Hylaeus adspersus"
"Colletidae","Colletinae","Mourecotelles incahuasi"
"Colletidae","Neopasiphaeinae","Perditomorpha chrysostoma"
"Colletidae","Colletinae","Mourecotelles spinolae"
"Colletidae","Neopasiphaeinae","Reedapis melanocyanea"
"Colletidae","Neopasiphaeinae","Lonchopriscus crassipunctatus"
"Colletidae","Colletinae","Colletes albocinctus"
"Colletidae","Neopasiphaeinae","Perditomorpha iheringi"
"Halictidae","Halictinae","Lasioglossum arenisaltans"
"Halictidae",NA,"Austronomia babindensis"
"Halictidae","Halictinae","Lasioglossum epichlorops"
"Halictidae","Halictinae","Lasioglossum obscurifrons"
"Halictidae","Halictinae","Lasioglossum mesogonus"
"Halictidae","Halictinae","Lasioglossum platyaspis"
"Halictidae","Nomiinae","Nomia nitidata"
"Halictidae","Halictinae","Eupetersia yanegai"
"Apidae","Apinae","Anthophora cinerascens"
"Apidae","Xylocopinae","Xylocopa magnifica"
"Apidae","Apinae","Tetragonula bengalensis"
"Apidae","Nomadinae","Nomada orba"
"Apidae","Apinae","Paratetrapedia atlantica"
"Apidae","Apinae","Paratetrapedia basilaris"
"Apidae","Apinae","Euglossa apiformis"
"Apidae","Nomadinae","Nomada medellinenses"
"Apidae","Apinae","Centris mariae"
"Apidae","Apinae","Centris decorata"
"Apidae","Nomadinae","Nomada flammigera"
"Colletidae","Diphaglossinae","Ptiloglossa aenigmatica"
"Colletidae","Colletinae","Colletes joergenseni"
"Colletidae","Diphaglossinae","Ptiloglossa hondurasica"
"Colletidae","Hylaeinae","Hylaeus gracillimus"
"Colletidae","Hylaeinae","Hylaeus hydrophilus"
"Colletidae","Diphaglossinae","Ptiloglossa xanthotricha"
"Colletidae","Colletinae","Colletes rufitarsis"
"Colletidae","Diphaglossinae","Zikanapis zikani"
"Halictidae","Halictinae","Habralictus gonzalezi"
"Halictidae","Halictinae","Lasioglossum kalinago"
"Halictidae","Halictinae","Microsphecodes dominicanus"
"Halictidae","Halictinae","Lasioglossum dominicense"
"Halictidae","Halictinae","Lasioglossum kilpatrickae"
"Halictidae","Halictinae","Sphecodes albifacies"
"Halictidae","Halictinae","Sphecodes diablotinus"
"Halictidae","Halictinae","Lasioglossum crassiceps"
"Halictidae","Halictinae","Lasioglossum daggetti"
"Halictidae","Halictinae","Lasioglossum ruficorne"
"Colletidae","Colletinae","Colletes mulegensis"
"Colletidae","Colletinae","Colletes profectus"
"Halictidae",NA,"Macronomia karnatakaensis"
"Halictidae",NA,"Macronomia johannis"
"Halictidae","Nomiinae","Nomia vespoides"
"Halictidae",NA,"Macronomia gratiosa"
"Megachilidae","Megachilinae","Coelioxys guptai"
"Megachilidae","Megachilinae","Megachile quartinae"
"Megachilidae","Megachilinae","Coelioxys dinellii"
"Megachilidae","Megachilinae","Megachile schwimmeri"
"Megachilidae","Megachilinae","Megachile chinensis"
"Halictidae","Halictinae","Lasioglossum capitatum"
"Halictidae","Halictinae","Megaloptina ogilviei"
"Halictidae","Halictinae","Rhinocorynura vernoniae"
"Halictidae","Halictinae","Lasioglossum pullilabris"
"Halictidae","Halictinae","Lasioglossum sequoiae"
"Halictidae","Halictinae","Caenaugochlora perviridis"
"Halictidae","Halictinae","Neocorynura carolinae"
"Halictidae","Halictinae","Corynurella decora"
"Halictidae","Halictinae","Corynurella caerulea"
"Halictidae","Halictinae","Corynurella brokopondoi"
"Halictidae","Halictinae","Corynurella triangulata"
"Halictidae","Halictinae","Megalopta tetewana"
"Halictidae","Halictinae","Caenaugochlora cyanella"
"Halictidae","Halictinae","Neocorynura aymara"
"Halictidae","Halictinae","Augochloropsis fulvofimbriata"
"Halictidae","Halictinae","Augochloropsis leucotricha"
"Halictidae","Halictinae","Paroxystoglossa brachycera"
"Halictidae","Halictinae","Rhectomia catarina"
"Halictidae","Halictinae","Rhinocorynura viridis"
"Halictidae","Halictinae","Augochlora empusa"
"Halictidae","Nomiinae","Nomia boyolali"
"Halictidae","Nomiinae","Lipotriches notoxantha"
"Halictidae","Nomiinae","Nomia interstitialis"
"Halictidae","Halictinae","Lasioglossum alectoris"
"Halictidae","Halictinae","Lasioglossum orpheus"
"Halictidae","Halictinae","Neocorynura jucunda"
"Halictidae","Halictinae","Lasioglossum opacum_homonym"
"Halictidae","Halictinae","Lasioglossum creusa"
"Halictidae","Halictinae","Lasioglossum pabulator"
"Halictidae","Halictinae","Lasioglossum nanum"
"Megachilidae","Megachilinae","Anthidiellum boreale"
"Megachilidae","Megachilinae","Hoplitis hofferi"
"Megachilidae","Megachilinae","Megachile setosa"
"Halictidae","Halictinae","Lasioglossum viridipetrellum"
"Halictidae","Halictinae","Lasioglossum sitocleptum"
"Halictidae","Halictinae","Lasioglossum dubitatum"
"Halictidae","Halictinae","Lasioglossum giffardi"
"Halictidae","Halictinae","Lasioglossum semiviride"
"Halictidae","Halictinae","Mexalictus mandibularis"
"Halictidae","Halictinae","Neocorynura rubicunda"
"Megachilidae","Megachilinae","Megachile nelsoni"
"Megachilidae","Megachilinae","Megachile bidentis"
"Megachilidae","Megachilinae","Osmia elegans"
"Megachilidae","Megachilinae","Coelioxys prunus"
"Megachilidae","Megachilinae","Osmia carbo"
"Halictidae","Halictinae","Lasioglossum ascheri"
"Apidae","Apinae","Melissodes mimicus"
"Apidae","Nomadinae","Nomada townesi"
"Megachilidae","Megachilinae","Osmia marilaunidii"
"Apidae","Nomadinae","Nomada crudelis"
"Halictidae","Halictinae","Lasioglossum stuartense"
"Megachilidae","Megachilinae","Hoplitis jakovlevi"
"Halictidae","Halictinae","Lasioglossum havanense"
"Megachilidae","Megachilinae","Megachile armaticeps"
"Andrenidae","Panurginae","Panurgus posticus"
"Halictidae","Halictinae","Lasioglossum hammondi"
"Halictidae","Nomiinae","Lipotriches kondeana"
"Halictidae",NA,"Macronomia crocodilensis"
"Andrenidae","Panurginae","Protandrena compacta"
"Megachilidae","Megachilinae","Megachile ferruginea"
"Megachilidae","Megachilinae","Coelioxys wagenknechti"
"Megachilidae","Megachilinae","Anthodioctes fasciatus"
"Megachilidae","Megachilinae","Coelioxys sanguinicollis"
"Megachilidae","Megachilinae","Megachile coelioxoides"
"Megachilidae","Megachilinae","Hoplitis brachyodonta"
"Megachilidae","Megachilinae","Megachile seducta"
"Megachilidae","Megachilinae","Coelioxys missionum"
"Megachilidae","Megachilinae","Coelioxys pygidialis"
"Megachilidae","Megachilinae","Coelioxys subtropicalis"
"Megachilidae","Megachilinae","Anthidium insignissimum"
"Megachilidae","Megachilinae","Epanthidium anisitsi"
"Megachilidae","Megachilinae","Megachile erimae"
"Melittidae","Dasypodainae","Samba calcarata"
"Apidae","Apinae","Amegilla aurantia"
"Apidae","Apinae","Amegilla albiclypeata"
"Halictidae","Halictinae","Lasioglossum achrostus"
"Halictidae","Halictinae","Lasioglossum atritergus"
"Halictidae","Halictinae","Lasioglossum nadarivatu"
"Colletidae","Neopasiphaeinae","Chrysocolletes strangomeles"
"Colletidae","Euryglossinae","Euryglossa rhodochlora"
"Colletidae","Hylaeinae","Hylaeus distractus"
"Colletidae","Hylaeinae","Hylaeus globulifer"
"Halictidae","Halictinae","Lasioglossum striatum"
"Colletidae","Neopasiphaeinae","Leioproctus contrarius"
"Colletidae","Neopasiphaeinae","Leioproctus sexmaculatus"
"Colletidae","Euryglossinae","Xanthesma blanda"
"Andrenidae","Andreninae","Andrena auripes"
"Halictidae","Halictinae","Microsphecodes xaymacensis"
"Apidae","Xylocopinae","Ceratina hieroglyphica"
"Apidae","Xylocopinae","Xylocopa turanica"
"Halictidae","Halictinae","Augochloropsis evibrissata"
"Megachilidae","Megachilinae","Megachile imitata"
"Megachilidae","Megachilinae","Coelioxys eduardi"
"Megachilidae","Megachilinae","Coelioxys burgdorfi"
"Megachilidae","Megachilinae","Coelioxys rufipes"
"Apidae","Apinae","Anthophora hermanni"
"Apidae","Nomadinae","Doeringiella holmbergi"
"Colletidae","Hylaeinae","Hylaeus hungaricus"
"Colletidae","Diphaglossinae","Caupolicana smithiana"
"Apidae","Apinae","Bombus prshewalskyi"
"Apidae","Apinae","Centris atra"
"Colletidae","Colletinae","Colletes texanus"
"Colletidae","Euryglossinae","Dasyhesma depressa"
"Halictidae","Halictinae","Lasioglossum ewarti"
"Apidae","Nomadinae","Rhogepeolus plumbeus"
"Apidae","Apinae","Eucera pagosana"
"Apidae","Apinae","Gaesischia saltae"
"Apidae","Apinae","Anthophora vernalis"
"Apidae","Nomadinae","Nomada debilis"
"Apidae","Apinae","Alloscirtetica cinerea"
"Apidae","Nomadinae","Oreopasites collegarum"
"Apidae","Apinae","Mesoplia imperatrix"
"Apidae","Nomadinae","Oreopasites euphorbiae"
"Apidae","Nomadinae","Triepeolus argus"
"Apidae","Apinae","Paratetrapedia camargoi"
"Apidae","Apinae","Thyreomelecta merviensis"
"Apidae","Nomadinae","Nomada heterosticta"
"Apidae","Nomadinae","Doeringiella arechavaletai"
"Apidae","Nomadinae","Doeringiella centuncula"
"Apidae","Nomadinae","Doeringiella crassipes"
"Apidae","Nomadinae","Doeringiella joergenseni"
"Apidae","Nomadinae","Doeringiella pilicornis"
"Apidae","Nomadinae","Doeringiella similaris"
"Apidae","Apinae","Protosiris caligneus"
"Apidae","Apinae","Centris vogeli"
"Apidae","Nomadinae","Parammobatodes nuristanus"
"Apidae","Apinae","Alepidosceles clavitarsis"
"Apidae","Apinae","Frieseomelitta paranigra"
"Apidae","Apinae","Melissoptila aurea"
"Apidae","Apinae","Mesoplia guedesii"
"Apidae","Nomadinae","Nomada pygidialis"
"Apidae","Nomadinae","Nomada dira"
"Apidae","Apinae","Alloscirtetica spegazzinii"
"Apidae","Xylocopinae","Ceratina kraussi"
"Apidae","Apinae","Paratetrapedia bicolor"
"Apidae","Nomadinae","Doeringiella burmeisteri"
"Apidae","Apinae","Parepeolus laticeps"
"Apidae","Nomadinae","Ammobates latitarsis"
"Apidae","Apinae","Anthophora tarsalis"
"Apidae","Apinae","Monoeca lanei"
"Apidae","Apinae","Gaesischia pygmaea"
"Apidae","Nomadinae","Doeringiella cingillata"
"Apidae","Apinae","Coelioxoides exulans"
"Apidae","Nomadinae","Nomada lateritia"
"Apidae","Apinae","Centris rufosuffusa"
"Apidae","Xylocopinae","Braunsapis pallida"
"Apidae","Apinae","Centris smithiana"
"Apidae","Xylocopinae","Braunsapis acuticauda"
"Apidae","Nomadinae","Nomada trapidoi"
"Apidae","Xylocopinae","Ceratina minima"
"Apidae","Apinae","Melectoides kiefferi"
"Apidae","Apinae","Amegilla crocea"
"Apidae","Nomadinae","Ammobates depressus"
"Apidae","Apinae","Melipona lunulata"
"Apidae","Apinae","Amegilla arcana"
"Apidae","Xylocopinae","Ceratina breviceps"
"Apidae","Nomadinae","Nomada mocsaryi"
"Apidae","Apinae","Centris catsal"
"Apidae","Nomadinae","Pseudepeolus fasciatus"
"Apidae","Nomadinae","Epeolus asperrima"
"Apidae","Nomadinae","Doeringiella chacoensis"
"Apidae","Apinae","Melecta angustilabris"
"Apidae","Apinae","Thygater hirtiventris"
"Apidae","Apinae","Chalepogenus luciane"
"Apidae","Xylocopinae","Xylocopa africana"
"Apidae","Nomadinae","Nomada eos"
"Apidae","Nomadinae","Doeringiella crinita"
"Apidae","Nomadinae","Ammobates dubius"
"Apidae","Apinae","Eucera tibialis"
"Apidae","Apinae","Nannotrigona dutrae"
"Apidae","Nomadinae","Nomada nitida"
"Apidae","Nomadinae","Nomada priscilla"
"Apidae","Apinae","Melitoma bifax"
"Apidae","Apinae","Chalepogenus vogeli"
"Apidae","Apinae","Alloscirtetica tornowii"
"Apidae","Apinae","Ancyla cretensis"
"Apidae","Apinae","Centris pachysoma"
"Apidae","Apinae","Melectoides politus"
"Apidae","Nomadinae","Doeringiella potrerillensis"
"Apidae","Nomadinae","Nomada piliventris"
"Apidae","Apinae","Tetraloniella julliani"
"Halictidae","Rophitinae","Micralictoides quadriceps"
"Halictidae","Halictinae","Lasioglossum damascenum"
"Halictidae","Halictinae","Lasioglossum nodicorne"
"Halictidae","Halictinae","Agapostemon robertsi"
"Halictidae","Rophitinae","Morawitzia panurgoides"
"Halictidae","Halictinae","Augochloropsis hypsipyle"
"Halictidae","Rophitinae","Morawitzia mandibularis"
"Halictidae","Nomiinae","Ptilonomia plumosa"
"Halictidae","Halictinae","Augochloropsis ornata"
"Halictidae","Halictinae","Lasioglossum godmanae"
"Halictidae","Halictinae","Lasioglossum clypeiferellum"
"Halictidae","Halictinae","Lasioglossum mose"
"Halictidae","Halictinae","Halictus adjikenticus"
"Halictidae","Nomiinae","Nomia bongo"
"Halictidae","Halictinae","Sphecodes barbatus"
"Halictidae","Halictinae","Halictus fatsensis"
"Halictidae","Halictinae","Lasioglossum jultschinicum"
"Halictidae","Halictinae","Sphecodes saxicolus"
"Halictidae","Halictinae","Chlerogella elongaticeps"
"Andrenidae","Panurginae","Liphanthus pilifrons"
"Andrenidae","Panurginae","Protandrena leucopus"
"Andrenidae","Panurginae","Liphanthus leucostomus"
"Andrenidae","Andreninae","Andrena inclinata"
"Andrenidae","Andreninae","Andrena ignota"
"Andrenidae","Panurginae","Acamptopoeum colombiense"
"Andrenidae","Panurginae","Acamptopoeum melanogaster"
"Andrenidae","Panurginae","Acamptopoeum calchaqui"
"Andrenidae","Panurginae","Psaenythia pictipennis"
"Andrenidae","Panurginae","Anthrenoides neffi"
"Andrenidae","Panurginae","Anthrenoides saltensis"
"Andrenidae","Panurginae","Rhophitulus friesei"
"Andrenidae","Andreninae","Andrena tiaretta"
"Andrenidae","Panurginae","Anthrenoides calderensis"
"Andrenidae","Andreninae","Andrena oenas"
"Andrenidae","Panurginae","Psaenythia facialis"
"Andrenidae","Panurginae","Camptopoeum nigrotus"
"Andrenidae","Panurginae","Psaenythia solani"
"Andrenidae","Panurginae","Camptopoeum abbasi"
"Andrenidae","Panurginae","Anthrenoides gibberosus"
"Andrenidae","Panurginae","Psaenythia trifasciata"
"Andrenidae","Andreninae","Andrena konyella"
"Andrenidae","Panurginae","Camptopoeum mirabile"
"Andrenidae","Panurginae","Camptopoeum rubrum"
"Andrenidae","Andreninae","Andrena hova"
"Andrenidae","Panurginae","Psaenythia unizonata"
"Andrenidae","Panurginae","Psaenythia philanthoides"
"Andrenidae","Andreninae","Andrena petrosa"
"Andrenidae","Panurginae","Flavomeliturgula centaurea"
"Andrenidae","Andreninae","Andrena atrotegularis"
"Andrenidae","Andreninae","Andrena rufescens"
"Andrenidae","Andreninae","Andrena neocypriaca"
"Colletidae","Neopasiphaeinae","Nesocolletes monticola"
"Colletidae","Neopasiphaeinae","Nesocolletes hudsoni"
"Colletidae","Neopasiphaeinae","Nesocolletes pekanui"
"Megachilidae","Megachilinae","Coelioxys rugulosus"
"Megachilidae","Megachilinae","Coelioxys eximius"
"Megachilidae","Megachilinae","Coelioxys exspectatus"
"Megachilidae","Megachilinae","Coelioxys unidentatus"
"Megachilidae","Megachilinae","Coelioxys emarginatellus"
"Colletidae","Colletinae","Mourecotelles andinus"
"Colletidae","Hylaeinae","Hylaeus rugicollis"
"Colletidae","Hylaeinae","Hylaeus fortis"
"Colletidae","Colletinae","Mourecotelles basitarsalis"
"Colletidae","Colletinae","Colletes quelu"
"Colletidae","Colletinae","Mourecotelles aisen"
"Colletidae","Hylaeinae","Hylaeus benoisti"
"Colletidae","Colletinae","Colletes guanta"
"Colletidae","Colletinae","Colletes vicugnensis"
"Colletidae","Colletinae","Mourecotelles moldenkei"
"Megachilidae","Megachilinae","Coelioxys alisal"
"Megachilidae","Megachilinae","Coelioxys ruzi"
"Megachilidae","Megachilinae","Coelioxys saltensis"
"Megachilidae","Megachilinae","Coelioxys tastil"
"Megachilidae","Megachilinae","Megachile karatauensis"
"Megachilidae","Megachilinae","Stelis grossa"
"Megachilidae","Megachilinae","Stelis vallenata"
"Megachilidae","Megachilinae","Coelioxys deletangi"
"Megachilidae","Megachilinae","Coelioxys noa"
"Megachilidae","Megachilinae","Coelioxys roigi"
"Megachilidae","Megachilinae","Epanthidium nigrifacies"
"Megachilidae","Megachilinae","Coelioxys quechua"
"Megachilidae","Megachilinae","Trachusoides simplex"
"Megachilidae","Megachilinae","Coelioxys rhadia"
"Megachilidae","Megachilinae","Epanthidium danunciae"
"Megachilidae","Megachilinae","Coelioxys genisei"
"Megachilidae","Megachilinae","Coelioxys pomona"
"Megachilidae","Megachilinae","Hypanthidium magdalenae"
"Megachilidae","Megachilinae","Coelioxys balasto"
"Colletidae","Diphaglossinae","Zikanapis megalopta"
"Colletidae","Colletinae","Colletes fuscicornis"
"Colletidae","Hylaeinae","Hylaeus asiaticus"
"Colletidae","Colletinae","Colletes rozeni"
"Colletidae","Colletinae","Colletes pseudojejunus"
"Colletidae","Hylaeinae","Hylaeus nigripennis"
"Colletidae","Diphaglossinae","Caupolicana subaurata"
"Colletidae","Diphaglossinae","Ptiloglossa ducalis"
"Colletidae","Colletinae","Colletes daourus"
"Colletidae","Colletinae","Colletes issykkuli"
"Colletidae","Diphaglossinae","Ptiloglossa giacomelli"
"Colletidae","Colletinae","Colletes michaelis"
"Colletidae","Hylaeinae","Hylaeus altaicus"
"Colletidae","Hylaeinae","Hylaeus armeniacus"
"Colletidae","Colletinae","Colletes kaszabi"
"Colletidae","Diphaglossinae","Ptiloglossa dubia"
"Colletidae","Diphaglossinae","Caupolicana gaullei"
"Colletidae","Colletinae","Colletes cyprius"
"Colletidae","Colletinae","Colletes wahisi"
"Colletidae","Colletinae","Colletes minutissimus"
"Colletidae","Hylaeinae","Hylaeus bertonii"
"Megachilidae","Megachilinae","Osmia rufotibialis"
"Megachilidae","Megachilinae","Megachile nigrita"
"Megachilidae","Megachilinae","Megachile incana"
"Megachilidae","Megachilinae","Megachile lamnula"
"Megachilidae","Megachilinae","Hoplitis linguaria"
"Megachilidae","Megachilinae","Megachile patagonica"
"Megachilidae","Megachilinae","Megachile rixator"
"Megachilidae","Megachilinae","Megachile variplantis"
"Megachilidae","Megachilinae","Anthidium andinum"
"Megachilidae","Megachilinae","Megachile virescens"
"Megachilidae","Megachilinae","Coelioxys schulzi"
"Megachilidae","Megachilinae","Osmia glareola"
"Megachilidae","Megachilinae","Osmia chrysaetos"
"Megachilidae","Megachilinae","Hoplitis hartliebi"
"Megachilidae","Megachilinae","Megachile tucumana"
"Megachilidae","Megachilinae","Megachile barbatula"
"Megachilidae","Megachilinae","Megachile quadrispinosella"
"Megachilidae","Megachilinae","Coelioxys auripes"
"Megachilidae","Megachilinae","Coelioxys jujuyensis"
