"family","subfamily","species"
"Megachilidae","Megachilinae","Hoplitis ochruros"
"Megachilidae","Megachilinae","Megachile viator"
"Megachilidae","Lithurginae","Trichothurgus shajovskoyi"
"Megachilidae","Megachilinae","Megachile communis"
"Megachilidae","Megachilinae","Anthodioctes costaricensis"
"Megachilidae","Megachilinae","Osmia thoracica"
"Megachilidae","Megachilinae","Megachile leucografa"
"Megachilidae","Megachilinae","Anthidianum caroliameghinoi"
"Megachilidae","Megachilinae","Trachusa dumerlei"
"Megachilidae","Megachilinae","Megachile tetrazona"
"Megachilidae","Megachilinae","Megachile propinqua"
"Megachilidae","Megachilinae","Megachile tricosa"
"Megachilidae","Megachilinae","Megachile tacanensis"
"Megachilidae","Megachilinae","Megachile laeta"
"Megachilidae","Megachilinae","Icteranthidium cimbiciforme"
"Megachilidae","Megachilinae","Pseudoanthidium flaviventre"
"Megachilidae","Megachilinae","Megachile facialis"
"Megachilidae","Megachilinae","Protosmia paradoxa"
"Megachilidae","Megachilinae","Osmia hellados"
"Megachilidae","Megachilinae","Rhodanthidium ordonezi"
"Megachilidae","Megachilinae","Anthidium undulatiforme"
"Megachilidae","Megachilinae","Osmia uncicornis"
"Megachilidae","Megachilinae","Trachusa anatolica"
"Megachilidae","Megachilinae","Megachile revicta"
"Megachilidae","Megachilinae","Eoanthidium semicarinatum"
"Megachilidae","Megachilinae","Osmia steinmanni"
"Megachilidae","Megachilinae","Megachile melanotricha"
"Megachilidae","Megachilinae","Megachile distinguenda"
"Megachilidae","Megachilinae","Megachile cordovensis"
"Megachilidae","Megachilinae","Pachyanthidium micheneri"
"Megachilidae","Lithurginae","Lithurgopsis bitorulosa"
"Megachilidae","Megachilinae","Megachile fervida"
"Megachilidae","Megachilinae","Pseudoheriades pellucida"
"Megachilidae","Megachilinae","Megachile waterbergensis"
"Megachilidae","Megachilinae","Wainia natalensis"
"Megachilidae","Megachilinae","Pachyanthidium cucullatum"
"Megachilidae","Megachilinae","Hoplitis tenuispina"
"Megachilidae","Megachilinae","Megachile ornata"
"Megachilidae","Megachilinae","Ashmeadiella digiticauda"
"Megachilidae","Lithurginae","Lithurgus huberi"
"Megachilidae","Megachilinae","Eoanthidium crenulatum"
"Megachilidae","Megachilinae","Haetosmia vechti"
"Megachilidae","Megachilinae","Megachile gigas"
"Megachilidae","Megachilinae","Megachile pseudanthidioides"
"Megachilidae","Megachilinae","Megachile bispinosa"
"Megachilidae","Lithurginae","Trichothurgus colloncurensis"
"Megachilidae","Megachilinae","Hoplitis illyrica"
"Megachilidae","Megachilinae","Anthidium tesselatum"
"Megachilidae","Megachilinae","Megachile paulista"
"Megachilidae","Megachilinae","Anthidium dalmaticum"
"Megachilidae","Megachilinae","Megachile parsonsiae"
"Megachilidae","Megachilinae","Anthodioctes panamensis"
"Megachilidae","Megachilinae","Hoplitis rubricrus"
"Megachilidae","Megachilinae","Coelioxys tenax"
"Megachilidae","Megachilinae","Megachile rubricrus"
"Megachilidae","Megachilinae","Megachile guayaqui"
"Megachilidae","Megachilinae","Osmia jason"
"Megachilidae","Megachilinae","Megachile lenticula"
"Megachilidae","Megachilinae","Megachile fulvohirta"
"Megachilidae","Megachilinae","Megachile montibia"
"Megachilidae","Megachilinae","Osmia subarctica"
"Megachilidae","Megachilinae","Hoplitis torchioi"
"Megachilidae","Megachilinae","Coelioxys serricaudatus"
"Megachilidae","Megachilinae","Coelioxys salinarius"
"Megachilidae","Lithurginae","Lithurgopsis listrota"
"Megachilidae","Megachilinae","Coelioxys speculifer"
"Megachilidae","Megachilinae","Coelioxys aurulentus"
"Megachilidae","Megachilinae","Coelioxys nasutus"
"Megachilidae","Megachilinae","Megachile marshalli"
"Megachilidae","Megachilinae","Coelioxys foveolatus"
"Megachilidae","Megachilinae","Coelioxys umbripennis"
"Megachilidae","Megachilinae","Megachile pseudofulva"
"Megachilidae","Megachilinae","Heriades impressa"
"Megachilidae","Megachilinae","Megachile fastigiata"
"Megachilidae","Megachilinae","Heriades phthisica"
"Megachilidae","Megachilinae","Megachile neavei"
"Megachilidae","Megachilinae","Megachile muansae"
"Megachilidae","Megachilinae","Coelioxys maculatus"
"Megachilidae","Megachilinae","Megachile antinorii"
"Megachilidae","Megachilinae","Wainia sakaniensis"
"Megachilidae","Megachilinae","Megachile mimetica"
"Megachilidae","Megachilinae","Megachile rhodoleucura"
"Megachilidae","Megachilinae","Coelioxys somalinus"
"Megachilidae","Megachilinae","Megachile biseta"
"Megachilidae","Megachilinae","Megachile lineofasciata"
"Megachilidae","Megachilinae","Coelioxys bifoveolatus"
"Megachilidae","Megachilinae","Coelioxys tenebrosus"
"Megachilidae","Megachilinae","Pseudoanthidium haplogastrum"
"Megachilidae","Megachilinae","Pseudoanthidium guillarmodi"
"Megachilidae","Megachilinae","Pseudoanthidium jocosum"
"Megachilidae","Megachilinae","Pseudoanthidium matjesfonteinense"
"Megachilidae","Megachilinae","Coelioxys recusatus"
"Megachilidae","Megachilinae","Coelioxys squamosissimus"
"Megachilidae","Megachilinae","Coelioxys sexmaculatus"
"Megachilidae","Megachilinae","Pseudoanthidium tanganyicola"
"Megachilidae","Megachilinae","Pseudoanthidium sakaniense"
"Megachilidae","Megachilinae","Heriades apricula"
"Megachilidae","Megachilinae","Pseudoanthidium honestum"
"Megachilidae","Megachilinae","Anthodioctes callorhinum"
"Megachilidae","Megachilinae","Coelioxys bequaertianus"
"Megachilidae","Megachilinae","Megachile tertia"
"Megachilidae","Megachilinae","Coelioxys floridanus"
"Megachilidae","Megachilinae","Coelioxys laevigatus"
"Megachilidae","Megachilinae","Megachile aurivillii"
"Megachilidae","Megachilinae","Serapista friesei"
"Megachilidae","Megachilinae","Megachile albopilosa"
"Megachilidae","Megachilinae","Megachile ruda"
"Megachilidae","Megachilinae","Megachile sternintegra"
"Megachilidae","Megachilinae","Pachyanthidium arnoldi"
"Megachilidae","Megachilinae","Heriades strictifrons"
"Megachilidae","Megachilinae","Aglaoapis alata"
"Megachilidae","Megachilinae","Megachile rufoscopacea"
"Megachilidae","Megachilinae","Noteriades clypeata"
"Megachilidae","Megachilinae","Pseudoanthidium damaraense"
"Megachilidae","Megachilinae","Rhodanthidium glasunovi"
"Megachilidae","Megachilinae","Osmia enixa"
"Megachilidae","Megachilinae","Megachile clotho"
"Megachilidae","Megachilinae","Megachile innupta"
"Megachilidae","Megachilinae","Coelioxys pasteeli_sic"
"Megachilidae","Megachilinae","Hypanthidioides cavichiolii"
"Megachilidae","Megachilinae","Stelis texana"
"Megachilidae","Megachilinae","Ashmeadiella pronitens"
"Megachilidae","Megachilinae","Megachile parksi"
"Megachilidae","Megachilinae","Dianthidium desertorum"
"Megachilidae","Megachilinae","Hoplitis paiute"
"Megachilidae","Megachilinae","Megachile longuisetosa"
"Megachilidae","Megachilinae","Megachile rufofulva"
"Megachilidae","Megachilinae","Afroheriades dolichocephala"
"Megachilidae","Megachilinae","Osmia sanctaerosae"
"Megachilidae","Megachilinae","Megachile inyoensis"
"Megachilidae","Megachilinae","Megachile astragali"
"Megachilidae","Megachilinae","Stelis cockerelli"
"Megachilidae","Megachilinae","Trachusa autumnalis"
"Megachilidae","Megachilinae","Trachusa atoyacae"
"Megachilidae","Megachilinae","Trachusa nigrifascies"
"Megachilidae","Megachilinae","Osmia neocyanopoda"
"Megachilidae","Megachilinae","Anthidium sparsipunctatum"
"Megachilidae","Megachilinae","Coelioxys aperta"
"Megachilidae","Megachilinae","Hoplitis linsdalei"
"Megachilidae","Megachilinae","Megachile bruneri"
"Megachilidae","Megachilinae","Osmia zephyros"
"Megachilidae","Megachilinae","Stelis anthocopae"
"Megachilidae","Megachilinae","Atoposmia segregata"
"Megachilidae","Megachilinae","Megachile stoddardensis"
"Megachilidae","Megachilinae","Dianthidium zapotecum"
"Megachilidae","Megachilinae","Hoplitis basingeri"
"Megachilidae","Megachilinae","Megachile crandalli"
"Megachilidae","Megachilinae","Ashmeadiella sculleni"
"Megachilidae","Megachilinae","Chelostoma tetramerum"
"Megachilidae","Megachilinae","Hoplitis shoshone"
"Megachilidae","Megachilinae","Megachile cyanipennis"
"Megachilidae","Megachilinae","Coelioxys ljuba"
"Megachilidae","Megachilinae","Hoplitis emarginata"
"Megachilidae","Megachilinae","Megachile yumensis"
"Megachilidae","Megachilinae","Osmia cahuilla"
"Megachilidae","Megachilinae","Ashmeadiella neomexicana"
"Megachilidae","Megachilinae","Osmia laticauda"
"Megachilidae","Megachilinae","Gronoceras armipygatum"
"Megachilidae","Megachilinae","Ashmeadiella stenognatha"
"Megachilidae","Megachilinae","Atoposmia phaceliarum"
"Megachilidae","Megachilinae","Anthidiellum xilitlense"
"Megachilidae","Megachilinae","Hoplitis boharti"
"Megachilidae","Megachilinae","Anthidium syriacum"
"Megachilidae","Megachilinae","Protosmia sideritis"
"Megachilidae","Megachilinae","Anthidioma obibense"
"Megachilidae","Megachilinae","Stelis pardita"
"Megachilidae","Megachilinae","Osmia mixta"
"Megachilidae","Megachilinae","Megachile impartita"
"Megachilidae","Megachilinae","Stelis alta"
"Megachilidae","Megachilinae","Megachile oslari"
"Megachilidae","Megachilinae","Anthidium christianseni"
"Megachilidae","Megachilinae","Osmia pingreeana"
"Megachilidae","Megachilinae","Ashmeadiella lateralis"
"Megachilidae","Megachilinae","Atoposmia hemizoniae"
"Megachilidae","Megachilinae","Megachile sumichrasti"
"Megachilidae","Megachilinae","Megachile manni"
"Megachilidae","Megachilinae","Megachile angusta"
"Megachilidae","Megachilinae","Megachile adempta"
"Megachilidae","Megachilinae","Megachile nigromixta"
"Megachilidae","Megachilinae","Megachile irritans"
"Megachilidae","Megachilinae","Megachile alucaba"
"Andrenidae","Panurginae","Protandrena fuscitarsis"
"Andrenidae","Panurginae","Perdita annectens"
"Megachilidae","Megachilinae","Megachile khamana"
"Megachilidae","Megachilinae","Pseudoheriades unispinosa"
"Megachilidae","Megachilinae","Wainia elizabethae"
"Megachilidae","Megachilinae","Othinosmia monilifera"
"Megachilidae","Megachilinae","Coelioxys barkeri"
"Megachilidae","Megachilinae","Coelioxys loricula"
"Megachilidae","Megachilinae","Coelioxys verticalis"
"Megachilidae","Megachilinae","Heriades mamillifera"
"Megachilidae","Megachilinae","Megachile parancinnula"
"Megachilidae","Megachilinae","Anthidium rotundoscutellare"
"Megachilidae","Megachilinae","Stenoheriades truncaticeps"
"Megachilidae","Megachilinae","Megachile flavipennis"
"Megachilidae","Megachilinae","Anthidiellum tegwaniense"
"Megachilidae","Megachilinae","Coelioxys capensis"
"Megachilidae","Megachilinae","Pachyanthidium katangense"
"Megachilidae","Megachilinae","Megachile coniformis"
"Megachilidae","Megachilinae","Megachile rufohirtula"
"Megachilidae","Megachilinae","Megachile filicornis"
"Megachilidae","Megachilinae","Plesianthidium fulvopilosum"
"Megachilidae","Megachilinae","Anthidioma chalicodomoides"
"Megachilidae","Megachilinae","Wainia algoensis"
"Megachilidae","Megachilinae","Othinosmia braunsiana"
"Megachilidae","Megachilinae","Anthidium soni"
"Megachilidae","Megachilinae","Stenoheriades mackieae"
"Megachilidae","Megachilinae","Megachile albohirsuta"
"Megachilidae","Megachilinae","Afroheriades gemina"
"Megachilidae","Megachilinae","Pseudoanthidium acutum"
"Megachilidae","Megachilinae","Afranthidium murinum"
"Megachilidae","Megachilinae","Megachile addita"
"Megachilidae","Megachilinae","Megachile aurilabris"
"Megachilidae","Megachilinae","Anthidium basale"
"Megachilidae","Megachilinae","Anthidiellum bulawayense"
"Megachilidae","Megachilinae","Coelioxys neavei"
"Megachilidae","Megachilinae","Noteriades argentata"
"Megachilidae","Megachilinae","Heriades scutellatus"
"Megachilidae","Megachilinae","Heriades rowlandi"
"Megachilidae","Megachilinae","Megachile familiaris"
"Megachilidae","Megachilinae","Coelioxys nitidicauda"
"Megachilidae","Megachilinae","Heriades sulcatifrons"
"Megachilidae","Megachilinae","Pseudoanthidium nigronitens"
"Megachilidae","Megachilinae","Megachile crassitarsis"
"Megachilidae","Megachilinae","Coelioxys planidens"
"Megachilidae","Megachilinae","Afranthidium angulatum"
"Megachilidae","Megachilinae","Megachile kimilolana"
"Megachilidae","Megachilinae","Megachile garambana"
"Megachilidae","Megachilinae","Afrostelis ogilviei"
"Megachilidae","Megachilinae","Bathanthidium bifoveolatum"
"Megachilidae","Megachilinae","Afranthidium polyacanthum"
"Megachilidae","Megachilinae","Afranthidium melanopoda"
"Megachilidae","Megachilinae","Megachile louisae"
"Megachilidae","Megachilinae","Afranthidium ablusum"
"Megachilidae","Megachilinae","Afranthidium biangulatum"
"Megachilidae","Megachilinae","Afranthidium hamaticauda"
"Megachilidae","Megachilinae","Megachile atopognatha"
"Megachilidae","Megachilinae","Hoplitis karooensis"
"Megachilidae","Megachilinae","Coelioxys bruneipes"
"Megachilidae","Megachilinae","Coelioxys lativentris"
"Megachilidae","Megachilinae","Coelioxys junodi"
"Megachilidae","Megachilinae","Coelioxys cherenensis"
"Megachilidae","Megachilinae","Wainia atrorufa"
"Megachilidae","Megachilinae","Coelioxys penetratrix"
"Megachilidae","Megachilinae","Coelioxys odin"
"Megachilidae","Megachilinae","Coelioxys neli"
"Megachilidae","Megachilinae","Hoplitis ogilviae"
"Megachilidae","Megachilinae","Hoplitis conchophila"
"Megachilidae","Megachilinae","Afrostelis tegularis"
"Megachilidae","Megachilinae","Megachile schulthessi"
"Megachilidae","Megachilinae","Megachile cradockensis"
"Megachilidae","Megachilinae","Osmia moreensis"
"Megachilidae","Megachilinae","Osmia madeirensis"
"Megachilidae","Megachilinae","Megachile apora"
"Megachilidae","Megachilinae","Trachusa maghrebensis"
"Megachilidae","Megachilinae","Osmia carinoclypearis"
"Megachilidae","Megachilinae","Trachusa grandicornis"
"Megachilidae","Megachilinae","Stelis aculeata"
"Megachilidae","Megachilinae","Megachile tenuitarsis"
"Megachilidae","Megachilinae","Megachile assumptionis"
"Megachilidae","Megachilinae","Megachile steinbachi"
"Megachilidae","Megachilinae","Afranthidium pentagonum"
"Megachilidae","Megachilinae","Coelioxys bruneri"
"Megachilidae","Megachilinae","Icteranthidium sinapinum"
"Megachilidae","Megachilinae","Hoplitis indostana"
"Megachilidae","Megachilinae","Megachile elizabethae"
"Megachilidae","Megachilinae","Coelioxys smithii"
"Megachilidae","Megachilinae","Heriades clavicornis"
"Megachilidae","Megachilinae","Megachile rubriventris"
"Megachilidae","Megachilinae","Megachile abacula"
"Megachilidae","Megachilinae","Megachile phenacopyga"
"Megachilidae","Megachilinae","Megachile cetera"
"Megachilidae","Megachilinae","Coelioxys bonaerensis"
"Megachilidae","Megachilinae","Afranthidium herbsti"
"Megachilidae","Megachilinae","Afranthidium odonturum"
"Megachilidae","Megachilinae","Anthodioctes calcaratus"
"Megachilidae","Megachilinae","Pseudoanthidium prionognathum"
"Megachilidae","Megachilinae","Osmia pinorum"
"Megachilidae","Megachilinae","Heriades currani"
"Megachilidae","Megachilinae","Anthidium bischoffi"
"Megachilidae","Megachilinae","Serapista serrata"
"Megachilidae","Megachilinae","Hoplitis wahrmani"
"Megachilidae","Megachilinae","Stenoheriades eingeddica"
"Megachilidae","Megachilinae","Hofferia mauritanica"
"Megachilidae","Megachilinae","Afranthidium hoplogastrum"
"Megachilidae","Megachilinae","Megachile conjunctiformis"
"Megachilidae","Megachilinae","Afranthidium hypocapicola"
"Megachilidae","Megachilinae","Eoanthidium nasicum"
"Megachilidae","Megachilinae","Rhodanthidium aculeatum"
"Megachilidae","Megachilinae","Pachyanthidium semiluteum"
"Megachilidae","Megachilinae","Anthidium undulatum"
"Megachilidae","Megachilinae","Coelioxys tepaneca"
"Megachilidae","Megachilinae","Anthidiellum otavicum"
"Megachilidae","Megachilinae","Anthodioctes analuizae"
"Megachilidae","Megachilinae","Epanthidium nigrescens"
"Megachilidae","Megachilinae","Stenoheriades maroccana"
"Megachilidae","Megachilinae","Megachile cypricola"
"Megachilidae","Megachilinae","Anthidiellum biroi"
"Megachilidae","Megachilinae","Protosmia monstrosa"
"Megachilidae","Megachilinae","Anthidium sinuatellum"
"Megachilidae","Megachilinae","Megachile leucospila"
"Megachilidae","Megachilinae","Megachile kamerunensis"
"Megachilidae","Megachilinae","Hoplitis duckeana"
"Megachilidae","Megachilinae","Stelis malaccensis"
"Megachilidae","Megachilinae","Pseudoanthidium tertium"
"Megachilidae","Megachilinae","Megachile willowmorensis"
"Megachilidae","Megachilinae","Anthidiellum rufomaculatum"
"Megachilidae","Megachilinae","Anthidiellum meliponiforme"
"Megachilidae","Megachilinae","Anthidium ternarium"
"Megachilidae","Megachilinae","Anthidium rotundum"
"Megachilidae","Megachilinae","Anthidium pullatum"
"Megachilidae","Megachilinae","Paranthidium vespoides"
"Megachilidae","Megachilinae","Megachile perspicua"
"Megachilidae","Megachilinae","Megachile coloradensis"
"Megachilidae","Megachilinae","Megachile vestis"
"Megachilidae","Lithurginae","Microthurge boharti"
"Megachilidae","Megachilinae","Metadioxys graeca"
"Megachilidae","Megachilinae","Megachile devadatta"
"Megachilidae","Megachilinae","Icteranthidium reinigi"
"Megachilidae","Megachilinae","Megachile sejuncta"
"Megachilidae","Megachilinae","Megachile bertonii"
"Megachilidae","Megachilinae","Megachile tuberculifera"
"Megachilidae","Megachilinae","Megachile leucostomella"
"Megachilidae","Megachilinae","Megachile doddiana"
"Megachilidae","Megachilinae","Bathanthidium malaisei"
"Megachilidae","Megachilinae","Megachile conferta"
"Megachilidae","Megachilinae","Megachile kyotensis"
"Megachilidae","Megachilinae","Megachile philinca"
"Megachilidae","Megachilinae","Megachile sycophanta"
"Megachilidae","Megachilinae","Osmia sponsa"
"Megachilidae","Megachilinae","Megachile baetica"
"Megachilidae","Megachilinae","Megachile arnaui"
"Megachilidae","Megachilinae","Anthidiellum turneri"
"Megachilidae","Megachilinae","Coelioxys correntinus"
"Megachilidae","Megachilinae","Trachusa laticeps"
"Megachilidae","Megachilinae","Eoanthidium armaticeps"
"Megachilidae","Megachilinae","Megachile funebris"
"Halictidae","Halictinae","Sphecodes convergens"
"Megachilidae","Megachilinae","Megachile doriae"
"Megachilidae","Megachilinae","Megachile insolita"
"Megachilidae","Megachilinae","Megachile bucephala"
"Megachilidae","Megachilinae","Megachile anomomaculata"
"Halictidae","Halictinae","Lasioglossum punctifrons"
"Halictidae","Halictinae","Lasioglossum fultoni"
"Halictidae","Halictinae","Lasioglossum noachinum"
"Halictidae","Halictinae","Lasioglossum expulsum"
"Halictidae","Halictinae","Lasioglossum zamelanum"
"Halictidae",NA,"Austronomia frenchi"
"Halictidae","Halictinae","Lasioglossum rufotegulare"
"Halictidae","Halictinae","Lasioglossum repertulum"
"Halictidae","Halictinae","Lasioglossum brachycephalum"
"Halictidae","Halictinae","Lasioglossum bentoni"
"Halictidae","Halictinae","Lasioglossum trichorhinum"
"Halictidae","Halictinae","Lasioglossum providens"
"Halictidae","Halictinae","Lasioglossum persicum"
"Megachilidae","Megachilinae","Megachile altera"
"Apidae","Nomadinae","Nomada whiteheadi"
"Apidae","Xylocopinae","Xylocopa senior"
"Apidae","Apinae","Anthophora albitomentosa"
"Apidae","Apinae","Paratetrapedia chocoensis"
"Apidae","Apinae","Paratetrapedia scaposa"
"Apidae","Apinae","Epicharis fasciata"
"Apidae","Apinae","Anthophora krugeri"
"Apidae","Apinae","Paratetrapedia flaveola"
"Apidae","Apinae","Paratetrapedia flavescens"
"Apidae","Xylocopinae","Exoneura obliterata"
"Apidae","Apinae","Paratetrapedia mexicana"
"Andrenidae","Panurginae","Protandrena perlaevis"
"Andrenidae","Panurginae","Andinopanurgus femoralis"
"Andrenidae","Panurginae","Spinoliella aidae"
"Andrenidae","Oxaeinae","Alloxaea brevipalpis"
"Andrenidae","Panurginae","Protandrena sculleni"
"Andrenidae","Panurginae","Protandrena arizonica"
"Andrenidae","Panurginae","Protandrena virginica"
"Apidae","Xylocopinae","Brevineura aterrima"
"Colletidae","Hylaeinae","Hylaeus fumatus"
"Colletidae","Neopasiphaeinae","Leioproctus nitidulus"
"Colletidae","Colletinae","Colletes peninsularis"
"Andrenidae","Panurginae","Protandrena ornatipes"
"Andrenidae","Panurginae","Protandrena ventralis"
"Andrenidae","Panurginae","Protandrena congener"
"Andrenidae","Panurginae","Protandrena aurifodinae"
"Andrenidae","Panurginae","Protandrena pleuralis"
"Andrenidae","Panurginae","Khuzimelissa deserta"
"Andrenidae","Panurginae","Protandrena consors"
"Andrenidae","Panurginae","Protandrena tridecis"
"Andrenidae","Panurginae","Protandrena tripogandrae"
"Andrenidae","Panurginae","Protandrena brevis"
"Andrenidae","Panurginae","Protandrena lopeziae"
"Andrenidae","Panurginae","Perdita yanegai"
"Andrenidae","Panurginae","Perdita titania"
"Andrenidae","Panurginae","Perdita desdemona"
"Andrenidae","Panurginae","Panurginus maritimus"
"Andrenidae","Panurginae","Rhophitulus ogloblini"
"Andrenidae","Panurginae","Callonychium aricense"
"Andrenidae","Panurginae","Perdita fedorensis"
"Andrenidae","Panurginae","Protandrena subglabra"
"Andrenidae","Panurginae","Protandrena texana"
"Andrenidae","Panurginae","Perdita albescens"
"Andrenidae","Panurginae","Perdita albomaculata"
"Andrenidae","Panurginae","Perdita alexi"
"Andrenidae","Panurginae","Perdita algodones"
"Andrenidae","Panurginae","Perdita ambigua"
"Andrenidae","Panurginae","Perdita annexa"
"Andrenidae","Panurginae","Perdita aplopappi"
"Andrenidae","Panurginae","Perdita basinicola"
"Andrenidae","Panurginae","Perdita blaisdelli"
"Andrenidae","Panurginae","Perdita bebbiae"
"Andrenidae","Panurginae","Perdita bidentata"
"Andrenidae","Panurginae","Perdita craterognatha"
"Andrenidae","Panurginae","Perdita dichroa"
"Andrenidae","Panurginae","Perdita differens"
"Andrenidae","Panurginae","Perdita distincta"
"Andrenidae","Panurginae","Perdita dreisbachi"
"Andrenidae","Panurginae","Perdita duplicata"
"Andrenidae","Panurginae","Perdita emarginata"
"Andrenidae","Panurginae","Perdita erythropyga"
"Andrenidae","Panurginae","Perdita ewarti"
"Andrenidae","Panurginae","Perdita greggiae"
"Andrenidae","Panurginae","Perdita impunctifrons"
"Andrenidae","Panurginae","Perdita irregularis"
"Andrenidae","Panurginae","Perdita irwini"
"Andrenidae","Panurginae","Perdita levissima"
"Andrenidae","Panurginae","Perdita linsleyi"
"Andrenidae","Panurginae","Perdita lompocensis"
"Andrenidae","Panurginae","Perdita lunulata"
"Andrenidae","Panurginae","Perdita lycii"
"Andrenidae","Panurginae","Perdita medialis"
"Andrenidae","Panurginae","Perdita michelbacheri"
"Andrenidae","Panurginae","Perdita mimula"
"Andrenidae","Panurginae","Perdita moldenkei"
"Andrenidae","Panurginae","Perdita neffi"
"Andrenidae","Panurginae","Perdita occlusa"
"Andrenidae","Panurginae","Perdita parryellae"
"Andrenidae","Panurginae","Perdita perlucens"
"Andrenidae","Panurginae","Perdita physalidis"
"Andrenidae","Panurginae","Perdita planifrons"
"Andrenidae","Panurginae","Perdita politissima"
"Andrenidae","Panurginae","Perdita repens"
"Andrenidae","Panurginae","Perdita schlingeri"
"Andrenidae","Panurginae","Perdita semilutea"
"Andrenidae","Panurginae","Perdita stagei"
"Andrenidae","Panurginae","Perdita suavis"
"Andrenidae","Panurginae","Perdita sulphuripes"
"Andrenidae","Panurginae","Perdita willcoxiana"
"Andrenidae","Panurginae","Perdita xanthodes"
"Andrenidae","Panurginae","Perdita nigrocaerulea"
"Andrenidae","Panurginae","Perdita adustiventris"
"Andrenidae","Andreninae","Orphana inquirenda"
"Apidae","Nomadinae","Nomada malonella"
"Apidae","Nomadinae","Nomada semisuavis"
"Apidae","Xylocopinae","Ceratina rectangulifera"
"Apidae","Apinae","Trigona necrophaga"
"Apidae","Apinae","Trigonisca hirticornis"
"Apidae","Apinae","Paratrigona eutaeniata"
"Apidae","Apinae","Paratrigona femoralis"
"Apidae","Apinae","Paratrigona rinconi"
"Apidae","Apinae","Partamona littoralis"
"Apidae","Apinae","Geotrigona xanthopoda"
"Apidae","Apinae","Melipona dubia"
"Apidae","Apinae","Partamona nhambiquara"
"Apidae","Apinae","Partamona ferreirai"
"Apidae","Apinae","Lestrimelitta glabrata"
"Apidae","Apinae","Paratrigona isopterophila"
"Apidae","Apinae","Partamona chapadicola"
"Apidae","Apinae","Partamona combinata"
"Apidae","Apinae","Partamona yungarum"
"Apidae","Apinae","Geotrigona argentina"
"Apidae","Apinae","Camargoia pilicornis"
"Apidae","Apinae","Paratrigona euxanthospila"
"Apidae","Apinae","Lestrimelitta monodonta"
"Apidae","Apinae","Trigonisca roubiki"
"Apidae","Apinae","Paratrigona compsa"
"Apidae","Apinae","Paratrigona incerta"
"Apidae","Apinae","Paratrigona catabolonota"
"Apidae","Apinae","Partamona vitae"
"Apidae","Xylocopinae","Xylocopa suspecta"
"Apidae","Apinae","Melipona fallax"
"Apidae","Xylocopinae","Braunsapis arabica"
"Apidae","Apinae","Centris erythrosara"
"Apidae","Apinae","Centris willineri"
"Apidae","Apinae","Centris flavicans"
"Apidae","Apinae","Centris labrosa"
"Apidae","Apinae","Lestrimelitta nana"
"Apidae","Apinae","Geotrigona aequinoctialis"
"Apidae","Apinae","Paratrigona peltata"
"Apidae","Apinae","Trigonisca clavicornis"
"Apidae","Apinae","Scaura atlantica"
"Apidae","Apinae","Paratrigona myrmecophila"
"Apidae","Xylocopinae","Xylocopa caviventris"
"Apidae","Xylocopinae","Ceratina volitans"
"Apidae","Nomadinae","Epeolus carioca"
"Apidae","Apinae","Centris versicolor"
"Apidae","Xylocopinae","Xylocopa bhowara"
"Apidae","Nomadinae","Doeringiella bizonata"
"Apidae","Apinae","Trigonisca mepecheu"
"Apidae","Xylocopinae","Xylocopa atamisquensis"
"Apidae","Nomadinae","Nomada limassolica"
"Apidae","Nomadinae","Nomada cypria"
"Apidae","Apinae","Lestrimelitta spinosa"
"Apidae","Nomadinae","Ammobates chionospilus"
"Apidae","Xylocopinae","Xylocopa parviceps"
"Apidae","Apinae","Tetralonia macroceps"
"Apidae","Xylocopinae","Ceratina currani"
"Apidae","Apinae","Leurotrigona gracilis"
"Apidae","Apinae","Nannotrigona camargoi"
"Apidae","Apinae","Euglossa williamsi"
"Apidae","Xylocopinae","Ceratina maai"
"Apidae","Xylocopinae","Braunsapis alqarnii"
"Apidae","Apinae","Thyreus batelkai"
"Apidae","Apinae","Thyreus schwarzi"
"Apidae","Apinae","Euglossa pepei"
"Apidae","Apinae","Exaerete lepeletieri"
"Apidae","Apinae","Exomalopsis gualamba"
"Apidae","Xylocopinae","Compsomelissa ocellata"
"Apidae","Nomadinae","Pasites castanomelaenus"
"Apidae","Nomadinae","Chiasmognathus nearchus"
"Apidae","Apinae","Amegilla caerulea"
"Apidae","Apinae","Melissoptila richardiae"
"Apidae","Nomadinae","Triepeolus vernus"
"Apidae","Nomadinae","Nomada angelarum"
"Apidae","Nomadinae","Nomada atrofrontata"
"Apidae","Nomadinae","Nomada laramiensis"
"Apidae","Nomadinae","Nomada orcusella"
"Apidae","Nomadinae","Nomada pyrrha"
"Apidae","Nomadinae","Nomada rhodosoma"
"Apidae","Nomadinae","Nomada rubrica"
"Apidae","Nomadinae","Nomada tintinnabulum"
"Apidae","Nomadinae","Nomada ultimella"
"Apidae","Nomadinae","Nomada utensis"
"Apidae",NA,"Xenoglossodes wilmattae"
"Apidae","Nomadinae","Nomada quadrimaculata"
"Apidae","Apinae","Melissodes terminatus"
"Apidae","Apinae","Centris ephippium"
"Colletidae","Diphaglossinae","Zikanapis wileyi"
"Colletidae","Diphaglossinae","Zikanapis inbio"
"Colletidae","Neopasiphaeinae","Nesocolletes maritimus"
"Colletidae","Neopasiphaeinae","Perditomorpha atacama"
"Colletidae","Neopasiphaeinae","Perditomorpha penai"
"Colletidae","Diphaglossinae","Zikanapis rozenorum"
