"family","tribe","tips","sociality","nest"
"Colletidae","Colletini","Colletes_dusmeti","solitary","ground"
"Colletidae","Colletini","Colletes_alini","solitary","ground"
"Colletidae","Colletini","Colletes_clypeonitens","solitary","ground"
"Colletidae","Colletini","Colletes_stepheni","solitary","ground"
"Colletidae","Colletini","Colletes_salicicola","solitary","ground"
"Colletidae","Colletini","Colletes_compactus","solitary","ground"
"Colletidae","Colletini","Colletes_albomaculatus","solitary","ground"
"Colletidae","Colletini","Colletes_dorsalis","solitary","ground"
"Colletidae","Colletini","Colletes_bicolor","solitary","ground"
"Colletidae","Colletini","Colletes_atripes","solitary","ground"
"Colletidae","Colletini","Colletes_furfuraceus","solitary","ground"
"Colletidae","Colletini","Colletes_gilvus","solitary","ground"
"Colletidae","Colletini","Colletes_alocochila","solitary","ground"
"Colletidae","Colletini","Colletes_sulcatus","solitary","ground"
"Colletidae","Colletini","Colletes_atacamensis","solitary","ground"
"Colletidae","Colletini","Colletes_cyanescens","solitary","ground"
"Colletidae","Colletini","Hemicotelles_ruizii","solitary","ground"
"Colletidae","Colletini","Mourecotelles_mixtus","solitary","ground"
"Colletidae","Colletini","Xanthocotelles_sicheli","solitary","ground"
"Colletidae","Colletini","Xanthocotelles_atacama","solitary","ground"
"Colletidae","Hylaeini","Hylaeus_variegatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_anthracinus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_flavifrons","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_connectens","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_dimidiatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_mutatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_kuakea","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_takumiae","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_kona","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_makaha","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_mimicus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_kauaiensis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_paradoxicus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_anomalus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_setosifrons","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_hula","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_kokeensis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_pele","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_coniceps","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_angustulus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_haleakalae","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_specularis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_dumetorum","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_mana","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_crabronoides","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_ulaula","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_filicum","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_kukui","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_muranus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_pubescens","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_akoko","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_fuscipennis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_andrenoides","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_inquilina","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_difficilis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_chlorostictus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_facilis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_hirsutulus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_laetus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_noomen","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_volcanicus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_nivicola","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_hilaris","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_hostilis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_sphecodoides","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_volatilis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_unicus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_psammobius","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_solaris","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_rugulosus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_longiceps","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_assimulans","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_ombrias","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_flavipes","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_mamo","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_pectoralis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_globulus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_insularum","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_ikedai","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_hurdi","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_preposterosus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_dilatatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_pfankuchi","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_rinki","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_tyrolensis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_affinis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_episcopalis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_modestus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_illinoisensis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_ornatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_confusus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_gibbus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_incongruus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_strenuus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_signatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_basalis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_nunenmacheri","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_punctatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_alpinus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_hyalinatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_sulphuripes","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_pilosulus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_wootoni","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_duckei","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_calvus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_cornutus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_leptocephalus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_nigritus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_gracilicornis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_paulus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_mesillae","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_saniculae","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_angustatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_difformis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_nivalis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_moricei","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_cardioscapus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_verticalis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_communis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_annulatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_brevicornis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_glacialis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_imparilis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_gredleri","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_kahri","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_clypearis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_lineolatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_coloradensis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_incomitatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_punctulatissimus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_pictipes","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_styriacus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_sinuatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_burnsi","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_disjunctus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_violaceus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_elegans","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_huselus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_alcyoneus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_cyanophilus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_cyanurus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_ruficeps","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_graenicheri","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_constrictiformis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_proximus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_lateralis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_rufipes","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_quadratus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_matamoko","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_albonitens","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_euxanthus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_amiculus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_bituberculatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_asperithorax","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_relegatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_capitosus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_aralis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_chlorosomus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_vittatifrons","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_bidentatus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_sculptus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_cyaneomicans","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_eugeniellus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_exleyae","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_extensus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_ofarrelli","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_primulipictus","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_perhumilis","solitary","aboveground"
"Colletidae","Hylaeini","Hylaeus_simplus","solitary","aboveground"
"Colletidae","","Amphylaeus_obscuriceps","solitary","aboveground"
"Colletidae","","Amphylaeus_morosus","social","aboveground"
"Colletidae","","Meroglossa_impressifrons","solitary","aboveground"
"Colletidae","","Meroglossa_torrida","solitary","aboveground"
"Colletidae","","Meroglossa_itamuca","solitary","aboveground"
"Colletidae","","Meroglossa_rubricata","solitary","aboveground"
"Colletidae","","Meroglossa_striaticeps","solitary","aboveground"
"Colletidae","","Meroglossa_eucalypti","solitary","aboveground"
"Colletidae","","Meroglossa_sculptissima","solitary","aboveground"
"Colletidae","","Palaeorhiza_melanura","solitary","aboveground"
"Colletidae","","Hylaeus_nubilosus","solitary","aboveground"
"Colletidae","","Hylaeus_douglasi","solitary","aboveground"
"Colletidae","","Hylaeus_pergibbosus","solitary","aboveground"
"Colletidae","","Hylaeus_desertoris","solitary","aboveground"
"Colletidae","","Hylaeus_leptospermi","solitary","aboveground"
"Colletidae","","Hylaeus_trilobatus","solitary","aboveground"
"Colletidae","","Hylaeus_microphenax","solitary","aboveground"
"Colletidae","","Hyleoides_concinna","solitary","aboveground"
"Colletidae","","Hyleoides_abnormis","solitary","aboveground"
"Colletidae","","Euhesma_crabronica","solitary","ground"
"Colletidae","","Euhesma_platyrhina","solitary","ground"
"Colletidae","","Euhesma_wowine","solitary","ground"
"Colletidae","","Euhesma_pantoni","solitary","ground"
"Colletidae","","Euhesma_sulcata","solitary","ground"
"Colletidae","","Euhesma_scoparia","solitary","ground"
"Colletidae","","Euryglossina_globuliceps","solitary","aboveground"
"Colletidae","","Euryglossula_fultoni","solitary","ground"
"Colletidae","","Pachyprosopis_xanthodonta","solitary","aboveground"
"Colletidae","","Euryglossina_hypochroma","solitary","aboveground"
"Colletidae","","Euryglossina_narifera","solitary","aboveground"
"Colletidae","","Euhesma_bronzus","solitary","ground"
"Colletidae","","Euhesma_fasciatella","solitary","ground"
"Colletidae","","Xanthesma_furcifera","solitary","ground"
"Colletidae","","Xanthesma_perpulchra","solitary","ground"
"Colletidae","Scrapterini","Scrapter_algoensis","solitary","ground"
"Colletidae","Scrapterini","Scrapter_niger","solitary","ground"
"Colletidae","Scrapterini","Scrapter_viciniger","solitary","ground"
"Colletidae","Scrapterini","Scrapter_erubescens","solitary","ground"
"Colletidae","Scrapterini","Scrapter_heterodoxus","solitary","ground"
"Colletidae","Scrapterini","Scrapter_ruficornis","solitary","ground"
"Colletidae","Scrapterini","Scrapter_armatipes","solitary","ground"
"Colletidae","Scrapterini","Scrapter_calx","solitary","ground"
"Colletidae","Scrapterini","Scrapter_catoxys","solitary","ground"
"Colletidae","Scrapterini","Scrapter_exiguus","solitary","ground"
"Colletidae","Scrapterini","Scrapter_bicolor","solitary","ground"
"Colletidae","Scrapterini","Scrapter_aureiferus","solitary","ground"
"Colletidae","Scrapterini","Scrapter_luridus","solitary","ground"
"Colletidae","Scrapterini","Scrapter_chloris","solitary","ground"
"Colletidae","Scrapterini","Scrapter_nitidus","solitary","ground"
"Colletidae","Scrapterini","Scrapter_carysomus","solitary","ground"
"Colletidae","Scrapterini","Scrapter_striatus","solitary","ground"
"Colletidae","","Chilicola_araucana","solitary","aboveground"
"Colletidae","","Chilicola_penai","solitary","aboveground"
"Colletidae","","Chilicola_patagonica","solitary","aboveground"
"Colletidae","","Chilicola_vernalis","solitary","aboveground"
"Colletidae","","Chilicola_lonco","solitary","aboveground"
"Colletidae","","Chilicola_minor","solitary","aboveground"
"Colletidae","","Chilicola_olmue","solitary","aboveground"
"Colletidae","","Chilicola_tregualemu","solitary","aboveground"
"Colletidae","","Chilicola_hahni","solitary","aboveground"
"Colletidae","","Chilicola_vicugna","solitary","aboveground"
"Colletidae","","Chilicola_guanicoe","solitary","aboveground"
"Colletidae","","Chilicola_lickana","solitary","aboveground"
"Colletidae","","Chilicola_curvapeligrosa","solitary","aboveground"
"Colletidae","","Chilicola_mavida","solitary","aboveground"
"Colletidae","","Chilicola_mayu","solitary","aboveground"
"Colletidae","","Chilicola_charizard","solitary","aboveground"
"Colletidae","","Chilicola_diaguita","solitary","aboveground"
"Colletidae","","Chilicola_katherinae","solitary","aboveground"
"Colletidae","","Chilicola_vina","solitary","aboveground"
"Colletidae","","Chilicola_randolphi","solitary","aboveground"
"Colletidae","","Chilicola_erithropoda","solitary","aboveground"
"Colletidae","","Chilicola_travesia","solitary","aboveground"
"Colletidae","","Chilicola_neffi","solitary","aboveground"
"Colletidae","","Chilicola_packeri","solitary","aboveground"
"Colletidae","","Chilicola_deserticola","solitary","aboveground"
"Colletidae","","Chilicola_mantagua","solitary","aboveground"
"Colletidae","","Chilicola_luzmarieae","solitary","aboveground"
"Colletidae","","Chilicola_rubriventris","solitary","aboveground"
"Colletidae","","Chilicola_inermis","solitary","aboveground"
"Colletidae","","Chilicola_chalcidiformis","solitary","aboveground"
"Colletidae","","Chilicola_michelbacheri","solitary","aboveground"
"Colletidae","","Chilicola_solervicensi","solitary","aboveground"
"Colletidae","","Chilicola_styliventris","solitary","aboveground"
"Colletidae","","Chilicola_rostrata","solitary","aboveground"
"Colletidae","","Chilicola_herbsti","solitary","aboveground"
"Colletidae","","Chilicola_yali","solitary","aboveground"
"Colletidae","","Chilicola_plebeia","solitary","aboveground"
"Colletidae","","Xenochilicola_mamigna","solitary","aboveground"
"Colletidae","","Xenochilicola_diminuta","solitary","aboveground"
"Colletidae","","Geodiscelis_longiceps","solitary","ground"
"Colletidae","","Xeromelissa_australis","solitary","aboveground"
"Colletidae","","Xeromelissa_machi","solitary","aboveground"
"Colletidae","","Xeromelissa_farellones","solitary","aboveground"
"Colletidae","","Xeromelissa_pedroi","solitary","aboveground"
"Colletidae","","Xeromelissa_irwini","solitary","aboveground"
"Colletidae","","Xeromelissa_nolanai","solitary","aboveground"
"Colletidae","","Xeromelissa_obscura","solitary","aboveground"
"Colletidae","","Xeromelissa_nortina","solitary","aboveground"
"Colletidae","","Xeromelissa_sielfeldi","solitary","aboveground"
"Colletidae","","Xeromelissa_rozeni","solitary","aboveground"
"Colletidae","","Xeromelissa_chusmiza","solitary","aboveground"
"Colletidae","","Xeromelissa_laureli","solitary","aboveground"
"Colletidae","","Xeromelissa_mucar","solitary","aboveground"
"Colletidae","","Xeromelissa_rosie","solitary","aboveground"
"Colletidae","","Xeromelissa_wilmattae","solitary","aboveground"
"Colletidae","","Xeromelissa_brevimalaris","solitary","aboveground"
"Colletidae","","Xeromelissa_luisa","solitary","aboveground"
"Colletidae","","Xeromelissa_xanthorhina","solitary","aboveground"
"Colletidae","","Actenosigynes_fulvoniger","solitary","ground"
"Colletidae","","Torocolletes_ibanezii","solitary","ground"
"Colletidae","","Torocolletes_fazii","solitary","ground"
"Colletidae","","Perditomorpha_neotropica","solitary","ground"
"Colletidae","","Albinapis_gracilis","solitary","ground"
"Colletidae","","Hexantheda_enneomera","solitary","ground"
"Colletidae","","Hexantheda_missionica","solitary","ground"
"Colletidae","","Brachyglossula_communis","solitary","ground"
"Colletidae","","Perditomorpha_decolorata","solitary","ground"
"Colletidae","","Protodiscelis_alismatis","solitary","ground"
"Colletidae","","Protodiscelis_palpalis","solitary","ground"
"Colletidae","","Tetraglossula_anthracina","solitary","ground"
"Colletidae","","Tetraglossula_deltivaga","solitary","ground"
"Colletidae","","Tetraglossula_bigamica","solitary","ground"
"Colletidae","","Perditomorpha_pampeana","solitary","ground"
"Colletidae","","Perditomorpha_brunerii","solitary","ground"
"Colletidae","","Perditomorpha_leaena","solitary","ground"
"Colletidae","","Perditomorpha_leucostoma","solitary","ground"
"Colletidae","","Perditomorpha_indigoticus","solitary","ground"
"Colletidae","","Perditomorpha_wagenknechti","solitary","ground"
"Colletidae","","Perditomorpha_rufiventris","solitary","ground"
"Colletidae","","Perditomorpha_rubra","solitary","ground"
"Colletidae","","Edwyniana_herrerae","solitary","ground"
"Colletidae","","Perditomorpha_flavitarsus","solitary","ground"
"Colletidae","","Perditomorpha_perezi","solitary","ground"
"Colletidae","","Perditomorpha_pruinosa","solitary","ground"
"Colletidae","","Perditomorpha_stilborhina","solitary","ground"
"Colletidae","","Brachyglossula_leucothorax","solitary","ground"
"Colletidae","","Spinolapis_caerulescens","solitary","ground"
"Colletidae","","Spinolapis_kalen","solitary","ground"
"Colletidae","","Eulonchopria_psaenythioides","solitary","ground"
"Colletidae","","Eulonchopria_punctatissima","solitary","ground"
"Colletidae","","Eulonchopria_simplicicrus","solitary","ground"
"Colletidae","","Hoplocolletes_ventralis","solitary","ground"
"Colletidae","","Nomiocolletes_jenseni","solitary","ground"
"Colletidae","","Niltonia_virgilii","solitary","ground"
"Colletidae","","Sarocolletes_fulva","solitary","ground"
"Colletidae","","Sarocolletes_rufipennis","solitary","ground"
"Colletidae","","Sarocolletes_guaritarum","solitary","ground"
"Colletidae","","Perditomorpha_erithrogaster","solitary","ground"
"Colletidae","","Belopria_nitidior","solitary","ground"
"Colletidae","","Edwyniana_mourei","solitary","ground"
"Colletidae","","Chilicolletes_delahozii","solitary","ground"
"Colletidae","","Pygopasiphae_wagneri","solitary","ground"
"Colletidae","","Cephalocolletes_isabelae","solitary","ground"
"Colletidae","","Cephalocolletes_rugata","solitary","ground"
"Colletidae","","Cephalocolletes_laticeps","solitary","ground"
"Colletidae","","Reedapis_bathycyanea","solitary","ground"
"Colletidae","","Reedapis_semicyanea","solitary","ground"
"Colletidae","","Glossurocolletes_bilobatus","solitary","ground"
"Colletidae","","Goniocolletes_fimbriatinus","solitary","ground"
"Colletidae","","Goniocolletes_perfasciatus","solitary","ground"
"Colletidae","","Goniocolletes_abdominalis","solitary","ground"
"Colletidae","","Leioproctus_alloeopus","solitary","ground"
"Colletidae","","Leioproctus_conospermi","solitary","ground"
"Colletidae","","Leioproctus_pappus","solitary","ground"
"Colletidae","","Leioproctus_punctatus","solitary","ground"
"Colletidae","","Leioproctus_velutinellus","solitary","ground"
"Colletidae","","Leioproctus_asper","solitary","ground"
"Colletidae","","Leioproctus_pachyodontus","solitary","ground"
"Colletidae","","Leioproctus_michenerianus","solitary","ground"
"Colletidae","","Leioproctus_chalybeatus","solitary","ground"
"Colletidae","","Leioproctus_megachalcoides","solitary","ground"
"Colletidae","","Neopasiphae_mirabilis","solitary","ground"
"Colletidae","","Leioproctus_lanceolatus","solitary","ground"
"Colletidae","","Leioproctus_capito","solitary","ground"
"Colletidae","","Leioproctus_irroratus","solitary","ground"
"Colletidae","","Leioproctus_plumosus","solitary","ground"
"Colletidae","","Leioproctus_carinatus","solitary","ground"
"Colletidae","","Leioproctus_cupreus","solitary","ground"
"Colletidae","","Leioproctus_launcestonensis","solitary","ground"
"Colletidae","","Leioproctus_imitatus","solitary","ground"
"Colletidae","","Leioproctus_pango","solitary","ground"
"Colletidae","","Nesocolletes_fulvescens","solitary","ground"
"Colletidae","","Nesocolletes_paahaumaa","solitary","ground"
"Colletidae","","Leioproctus_platycephalus","solitary","ground"
"Colletidae","","Leioproctus_ignicolor","solitary","ground"
"Colletidae","","Phenacolletes_mimus","solitary","ground"
"Colletidae","","Halictanthrena_malpighiacearum","solitary","ground"
"Colletidae","","Leioproctus_minimus","solitary","ground"
"Colletidae","","Lonchopria_cingulata","solitary","ground"
"Colletidae","","Lonchopria_robertsi","solitary","ground"
"Colletidae","","Lonchopria_similis","solitary","ground"
"Colletidae","","Lonchopria_zonalis","solitary","ground"
"Colletidae","","Lonchopria_larejae","solitary","ground"
"Colletidae","","Trichocolletes_venustus","solitary","ground"
"Colletidae","","Trichocolletes_macrognathus","solitary","ground"
"Colletidae","","Trichocolletes_avialis","solitary","ground"
"Colletidae","","Trichocolletes_rufibasis","solitary","ground"
"Colletidae","","Trichocolletes_brunilabrum","solitary","ground"
"Colletidae","","Trichocolletes_maximus","solitary","ground"
"Colletidae","","Trichocolletes_orientalis","solitary","ground"
"Colletidae","","Trichocolletes_centralis","solitary","ground"
"Colletidae","","Trichocolletes_nitens","solitary","ground"
"Colletidae","","Trichocolletes_platyprosopis","solitary","ground"
"Colletidae","","Trichocolletes_albigenae","solitary","ground"
"Colletidae","","Trichocolletes_multipectinatus","solitary","ground"
"Colletidae","","Anthoglossa_frederici","solitary","ground"
"Colletidae","","Anthoglossa_robusta","solitary","ground"
"Colletidae","","Cadeguala_albopilosa","solitary","ground"
"Colletidae","","Cadeguala_occidentalis","solitary","ground"
"Colletidae","","Cadegualina_andina","solitary","ground"
"Colletidae","","Diphaglossa_gayi","solitary","ground"
"Colletidae","","Caupolicana_bicolor","solitary","ground"
"Colletidae","","Caupolicana_vestita","solitary","ground"
"Colletidae","","Caupolicana_dimidiata","solitary","ground"
"Colletidae","","Caupolicana_albiventris","solitary","ground"
"Colletidae","","Caupolicana_fulvicollis","solitary","ground"
"Colletidae","","Caupolicana_gayi","solitary","ground"
"Colletidae","","Caupolicana_yarrowi","solitary","ground"
"Colletidae","","Willinkapis_chalybaea","solitary","ground"
"Colletidae","","Ptiloglossa_tarsata","solitary","ground"
"Colletidae","","Ptiloglossa_hoplopoda","solitary","ground"
"Colletidae","","Ptiloglossa_thoracica","solitary","ground"
"Colletidae","","Zikanapis_clypeata","solitary","ground"
"Colletidae","","Caupolicana_quadrifasciata","solitary","ground"
"Colletidae","","Caupolicana_pubescens","solitary","ground"
"Colletidae","","Mydrosoma_aterrimum","solitary","ground"
"Colletidae","","Ptiloglossidia_fallax","solitary","ground"
"Colletidae","","Mydrosomella_gaullei","solitary","ground"
"Colletidae","","Paracolletes_crassipes","solitary","ground"
"Stenotritidae","","Ctenocolletes_nigricans","solitary","ground"
"Stenotritidae","","Stenotritus_elegans","solitary","ground"
"Stenotritidae","","Ctenocolletes_rufescens","solitary","ground"
"Stenotritidae","","Ctenocolletes_smaragdinus","solitary","ground"
"Stenotritidae","","Ctenocolletes_albomarginatus","solitary","ground"
"Stenotritidae","","Ctenocolletes_tigris","solitary","ground"
"Halicitidae","","Dufourea_mulleri","solitary","ground"
"Halicitidae","","Dufourea_trochantera","solitary","ground"
"Halicitidae","","Dufourea_malacothricis","solitary","ground"
"Halicitidae","","Dufourea_spilura","solitary","ground"
"Halicitidae","","Dufourea_dilatipes","solitary","ground"
"Halicitidae","","Dufourea_maura","solitary","ground"
"Halicitidae","","Dufourea_holocyanea","solitary","ground"
"Halicitidae","","Dufourea_marginata","solitary","ground"
"Halicitidae","","Dufourea_novaeangliae","solitary","ground"
"Halicitidae","","Dufourea_monardae","solitary","ground"
"Halicitidae","","Dufourea_harveyi","solitary","ground"
"Halicitidae","","Dufourea_spinifera","solitary","ground"
"Halicitidae","","Dufourea_dentiventris","solitary","ground"
"Halicitidae","","Dufourea_inermis","solitary","ground"
"Halicitidae","","Dufourea_paradoxa","solitary","ground"
"Halicitidae","","Dufourea_halictula","solitary","ground"
"Halicitidae","","Rophites_canus","solitary","ground"
"Halicitidae","","Rophites_hartmanni","solitary","ground"
"Halicitidae","","Dufourea_alpina","solitary","ground"
"Halicitidae","","Dufourea_minuta","solitary","ground"
"Halicitidae","","Systropha_curvicornis","solitary","ground"
"Halicitidae","","Systropha_planidens","solitary","ground"
"Halicitidae","","Systropha_grandimargo","solitary","ground"
"Halicitidae","","Systropha_glabriventris","solitary","ground"
"Halicitidae","","Systropha_maroccana","solitary","ground"
"Halicitidae","","Systropha_pici","solitary","ground"
"Halicitidae","","Rophites_algirus","solitary","ground"
"Halicitidae","","Rophites_quinquespinosus","solitary","ground"
"Halicitidae","","Sphecodosoma_beameri","solitary","ground"
"Halicitidae","","Sphecodosoma_pratti","solitary","ground"
"Halicitidae","","Goeletapis_peruensis","solitary","ground"
"Halicitidae","","Penapis_penai","solitary","ground"
"Halicitidae","","Penapis_toroi","solitary","ground"
"Halicitidae","","Penapis_larraini","solitary","ground"
"Halicitidae","","Conanthalictus_conanthi","solitary","ground"
