"species","n_awi_pm_sr_yr","mean_awi_pm_sr_yr","sd_awi_pm_sr_yr","se_awi_pm_sr_yr","within_sp_var_awi_pm_sr_yr"
"Colletes_larreae","25","722.32","336.153576","67.230715","586098.623562"
"Colletes_tuberculatus","3","2799.666667","971.004291","560.609589","4884155.196354"
"Colletes_squamosus","3","1960.666667","628.56132","362.900047","4884155.196354"
"Trichocolletes_brunilabrum","1","853",NA,NA,"14652465.589061"
"Colletes_sierrensis","2","9177.5","751.654508","531.5","7326232.794531"
"Chilicola_araucana","1","1382",NA,NA,"14652465.589061"
"Hylaeus_takumiae","1","6126",NA,NA,"14652465.589061"
"Hylaeus_gibbus","109","8288.100917","2563.778653","245.565458","134426.289808"
"Hylaeus_graenicheri","5","5771","3266.096906","1460.642941","2930493.117812"
"Xeromelissa_australis","1","2249",NA,NA,"14652465.589061"
"Chilicola_patagonica","1","1566",NA,NA,"14652465.589061"
"Hylaeus_ulaula","1","11651",NA,NA,"14652465.589061"
"Colletes_brevicornis","49","5795.632653","2152.463237","307.494748","299029.909981"
"Hylaeus_kuakea","1","12188",NA,NA,"14652465.589061"
"Hylaeus_hilaris","1","3229",NA,NA,"14652465.589061"
"Xeromelissa_mucar","1","224",NA,NA,"14652465.589061"
"Torocolletes_ibanezii","1","840",NA,NA,"14652465.589061"
"Rhodanthidium_infuscatum","14","4812.071429","2345.815898","626.94567","1046604.684933"
"Megachile_relativa","315","7582.32381","4379.99012","246.784486","46515.763775"
"Megachile_dentitarsus","41","2483.804878","1329.115424","207.572956","357377.209489"
"Chelostoma_campanularum","234","9708.102564","3728.126881","243.715278","62617.374312"
"Hoplitis_robusta","74","5948.351351","3579.397563","416.096515","198006.291744"
"Anthidium_utahense","77","3503.428571","2395.534939","272.996543","190291.760897"
"Megachile_circumcincta","281","9293.395018","4227.59535","252.197195","52144.005655"
"Megachile_frigida","263","7514.330798","5281.986738","325.701255","55712.796917"
"Megachile_lapponica","197","9139.152284","3246.78089","231.32356","74377.997914"
"Megachile_gemula","213","7973","3673.967849","251.736129","68790.918259"
"Osmia_tristella","100","6275.14","5012.685909","501.268591","146524.655891"
"Osmia_pusilla","102","5381.068627","4504.779948","446.03968","143651.623422"
"Osmia_tersula","89","6528.561798","3221.44337","341.472314","164634.444821"
"Anthidium_clypeodentatum","44","3100.295455","1387.191065","209.126922","333010.58157"
"Osmia_paradisica","60","5983.7","4645.204494","599.693321","244207.759818"
"Osmia_aquilonaria","7","6802","2156.770657","815.182685","2093209.369866"
"Osmia_laeta","42","4831.857143","3104.814896","479.083339","348868.228311"
"Megachile_centuncularis","415","8900.455422","4085.512918","200.549942","35307.145998"
"Megachile_fidelis","119","4565.806723","3985.911099","365.387871","123129.962933"
"Anthidium_tenuiflorae","103","3916.038835","2727.770133","268.775178","142256.947467"
"Coelioxys_rufitarsis","221","6599.972851","4577.611886","307.923498","66300.749272"
"Osmia_simillima","156","6760.275641","3763.541012","301.324437","93926.061468"
"Osmia_inspergens","50","9728.78","1736.346849","245.556526","293049.311781"
"Hoplitis_spoliata","142","7926.802817","3164.256818","265.538533","103186.377388"
"Anthidium_cockerelli","59","1218.20339","1012.232456","131.781441","248346.874391"
"Trichothurgus_dubius","17","1462.294118","1480.875576","359.165083","861909.740533"
"Megachile_wheeleri","64","3559.40625","2379.120938","297.390117","228944.774829"
"Gronoceras_felinum","54","3873.425926","2124.673494","289.131441","271341.955353"
"Stelis_lateralis","102","6770.715686","3397.445139","336.397196","143651.623422"
"Hoplitis_pilosifrons","191","7244.937173","2838.782883","205.40712","76714.479524"
"Coelioxys_rufescens","160","8969.39375","2925.492913","231.280522","91577.909932"
"Osmia_svenssoni","3","9660.333333","5073.017478","2928.908007","4884155.196354"
"Megachile_nigriventris","166","9857.415663","2812.05616","218.257887","88267.864994"
"Osmia_maritima","18","7686.055556","4425.05522","1042.995518","814025.866059"
"Osmia_nigrifrons","103","3821.76699","2959.271089","291.585645","142256.947467"
"Chelostoma_rapunculi","250","8856.38","2348.838035","148.553561","58609.862356"
"Megachile_droegei","1","4022",NA,NA,"14652465.589061"
"Anthidium_adelphum","1","275",NA,NA,"14652465.589061"
"Osmia_bella","81","5316.296296","4873.093295","541.454811","180894.636902"
"Anthidium_aymara","5","928","1461.220723","653.477773","2930493.117812"
"Stelis_ornatula","155","8891.767742","3043.125015","244.429683","94532.036058"
"Osmia_subaustralis","112","4858.053571","3516.810015","332.307311","130825.585617"
"Megachile_frugalis","161","4857.521739","3694.694629","291.182728","91009.103038"
"Osmia_cordata","42","3687.928571","2914.560364","449.726428","348868.228311"
"Osmia_distincta","62","8561.241935","1832.346741","232.708269","236330.090146"
"Osmia_albiventris","62","9172.870968","2162.483139","274.635633","236330.090146"
"Anthidium_emarginatum","61","3197.245902","4855.785805","621.719664","240204.353919"
"Megachile_petulans","180","8044.938889","2060.685689","153.594443","81402.586606"
"Othinosmia_nitidula","3","807.666667","515.841384","297.821162","4884155.196354"
"Stelis_minuta","51","9669.705882","2728.588934","382.078874","287303.246844"
"Megachile_onobrychidis","127","3028.417323","2420.018154","214.741886","115373.744796"
"Hoplitis_tridentata","55","8154.181818","2515.07456","339.132584","266408.465256"
"Anthidium_mapuche","4","4499.75","1860.880504","930.440252","3663116.397265"
"Megachile_saulcyi","42","3910.309524","5607.154382","865.202705","348868.228311"
"Osmia_juxta","75","6812.813333","5388.337811","622.191657","195366.207854"
"Osmia_nigriventris","198","9440.085859","4395.974328","312.408292","74002.35146"
"Anthidium_mormonum","88","3806.511364","2843.00267","303.065103","166505.290785"
"Osmia_collinsiae","71","9021.211268","2069.943926","245.657148","206372.754776"
"Osmia_sandhouseae","56","8308.357143","1867.525319","249.558568","261651.171233"
"Coelioxys_porterae","92","7409.369565","4149.274341","432.591754","159265.930316"
"Heriades_leavitti","60","7957.416667","2180.872872","281.549477","244207.759818"
"Megachile_addenda","97","6993.886598","2757.967318","280.029154","151056.346279"
"Osmia_inermis","164","9866.756098","4974.99986","388.482222","89344.302372"
"Megachile_gentilis","136","2871.779412","2200.300753","188.674233","107738.717567"
"Megachile_parallela","361","3502.731302","2472.315219","130.121854","40588.547338"
"Anthidium_maculosum","151","3023.602649","2197.133809","178.800214","97036.195954"
"Trichothurgus_aterrimus","7","1370.714286","1496.30876","565.551552","2093209.369866"
"Megachile_pilicrus","32","7937.875","3138.252439","554.769895","457889.549658"
"Protosmia_minutula","7","8809.714286","1870.677392","707.049595","2093209.369866"
"Hoplitis_praestans","12","7995.166667","2955.80064","853.266148","1221038.799088"
"Dianthidium_dubium","56","3078.839286","2066.908854","276.202314","261651.171233"
"Megachile_pruina","47","5817.787234","3343.635212","487.719322","311754.587001"
"Osmia_azteca","31","5460.16129","3297.089445","592.174746","472660.180292"
"Dianthidium_curvatum","135","4187.162963","2862.295017","246.347132","108536.782141"
"Chelostoma_californicum","24","2773.583333","2207.645941","450.633841","610519.399544"
"Osmia_chalybea","80","8204.85","1893.50416","211.700201","183155.819863"
"Megachile_sidalceae","121","2294.983471","2047.365999","186.124182","121094.756934"
"Megachile_zapoteca","45","6689.177778","5354.884407","798.259036","325610.346424"
"Megachile_cleomis","10","2571.2","1234.799111","390.477764","1465246.558906"
"Coelioxys_sodalis","122","6999.516393","4741.380048","429.26438","120102.17696"
"Megachile_semirufa","31","10822.451613","7958.53102","1429.394368","472660.180292"
"Osmia_virga","42","9828.880952","3476.805446","536.482727","348868.228311"
"Osmia_pulsatillae","8","7011.625","5107.756201","1805.864523","1831558.198633"
"Megachile_zaptlana","64","6271.34375","3951.792261","493.974033","228944.774829"
"Osmia_bruneri","133","3470.654135","2672.511029","231.736096","110168.914203"
"Osmia_nifoata","73","3239.643836","1932.236904","226.151224","200718.706699"
"Megachile_lippiae","191","2963.691099","2536.658941","183.546199","76714.479524"
"Megachile_spinotulata","56","1710.696429","833.271601","111.350601","261651.171233"
"Stelis_subemarginata","33","5434.757576","4206.812793","732.31211","444014.108759"
"Stelis_permaculata","7","5609","3311.755879","1251.726066","2093209.369866"
"Dioxys_pomonae","40","1977.45","1180.324444","186.625681","366311.639727"
"Osmia_malina","47","8348.744681","6773.821831","988.063464","311754.587001"
"Dianthidium_plenum","23","4696.26087","3534.24948","736.941959","637063.721264"
"Anthidium_formosum","33","3156.787879","2057.312002","358.132051","444014.108759"
"Osmia_raritatis","59","3393.966102","2976.404224","387.494825","248346.874391"
"Megachile_chrysorrhoea","31","3288.483871","1354.973773","243.360474","472660.180292"
"Megachile_fortis","49","4146.918367","1746.946954","249.563851","299029.909981"
"Osmia_satoi","1","3575",NA,NA,"14652465.589061"
"Trachusa_cordaticeps","17","2053","981.393397","238.022861","861909.740533"
"Megachile_prosopidis","74","1373.297297","932.589145","108.411286","198006.291744"
"Protosmia_rubifloris","53","5022.698113","4267.709477","586.214981","276461.614888"
"Dianthidium_macrurum","17","4380.294118","1283.275095","311.239927","861909.740533"
"Ashmeadiella_meliloti","122","1698.040984","1384.612076","125.356887","120102.17696"
"Ashmeadiella_opuntiae","62","1647.112903","823.141346","104.539055","236330.090146"
"Anthidium_edwardsii","36","3384.805556","2320.683555","386.780592","407012.933029"
"Ashmeadiella_gillettei","95","1475.778947","987.139034","101.278328","154236.479885"
"Megachile_casadae","37","2043.891892","948.925029","156.002314","396012.583488"
"Coelioxys_edita","130","2573.584615","1657.119331","145.33898","112711.273762"
"Osmia_subfasciata","104","4669.692308","3201.479103","313.930854","140889.092203"
"Hoplitis_nemophilae","9","7516.888889","2719.427672","906.475891","1628051.732118"
"Megachile_pseudobrevis","46","7025.130435","2945.860264","434.3434","318531.860632"
"Osmia_texana","154","4520.837662","3509.499271","282.80351","95145.880448"
"Anthidium_porterae","94","2412.180851","1191.023848","122.84473","155877.293501"
"Osmia_disjuncta","4","10032.5","986.100232","493.050116","3663116.397265"
"Megachile_inermis","256","7684.320312","4214.226096","263.389131","57236.193707"
"Osmia_cyanella","83","4260.939759","3150.086771","345.766943","176535.729989"
"Megachile_newberryae","56","1518.232143","1390.02879","185.75041","261651.171233"
"Ashmeadiella_occipitalis","29","1624.965517","698.6204","129.730551","505257.434106"
"Anthidium_jocosum","24","1307.791667","560.737246","114.460011","610519.399544"
"Stelis_perpulchra","58","1182.862069","888.312424","116.641136","252628.717053"
"Megachile_coquilletti","93","2736.365591","2424.359879","251.394409","157553.393431"
"Ashmeadiella_bigeloviae","84","1211.809524","879.328543","95.94261","174434.114155"
"Ashmeadiella_breviceps","33","921.484848","590.409875","102.777167","444014.108759"
"Ashmeadiella_rhodognatha","30","1143.366667","1139.483503","208.040273","488415.519635"
"Hoplitis_grinnelli","75","2520.746667","2970.550436","343.009619","195366.207854"
"Hoplitis_biscutellae","50","1037.02","765.916431","108.31694","293049.311781"
"Atoposmia_hebitis","3","3263","2444.755816","1411.480428","4884155.196354"
"Dianthidium_parvum","100","2139.01","1598.196929","159.819693","146524.655891"
"Dianthidium_pudicum","127","2467.448819","1972.903829","175.066906","115373.744796"
"Dianthidium_ulkei","124","3259.16129","2839.856118","255.026608","118165.045073"
"Ashmeadiella_clypeodentata","30","1409.266667","2079.578222","379.677301","488415.519635"
"Ashmeadiella_femorata","24","646.583333","446.486956","91.138768","610519.399544"
"Ashmeadiella_foveata","41","1705.780488","1497.380555","233.851554","357377.209489"
"Ashmeadiella_eurynorhyncha","11","680.272727","441.878058","133.231247","1332042.326278"
"Osmia_clarescens","62","1519.258065","1526.78753","193.90221","236330.090146"
"Osmia_foxi","8","2361.625","1245.814012","440.461768","1831558.198633"
"Osmia_liogastra","45","1039.555556","498.494851","74.311225","325610.346424"
"Osmia_phenax","48","1032.875","1072.916221","154.862117","305259.699772"
"Osmia_marginata","38","1070.789474","1124.426873","182.406125","385591.199712"
"Ashmeadiella_vandykiella","12","1148.833333","305.664056","88.237613","1221038.799088"
"Ashmeadiella_sonora","49","1127.979592","1007.749566","143.964224","299029.909981"
"Ashmeadiella_cactorum","116","3392.62069","3851.81358","357.631913","126314.358526"
"Ashmeadiella_cazieri","20","1058.85","588.74311","131.646962","732623.279453"
"Trachusa_larreae","55","1173.218182","962.337099","129.761508","266408.465256"
"Ashmeadiella_holtii","20","976.45","627.079234","140.219179","732623.279453"
"Ashmeadiella_hurdiana","6","1220","627.59095","256.212932","2442077.598177"
"Osmia_albolateralis","132","4511.787879","3714.111612","323.271922","111003.52719"
"Osmia_trevoris","108","3779.333333","2910.572446","280.069964","135670.977676"
"Osmia_nemoris","57","4184.754386","3344.788768","443.028095","257060.799808"
"Ashmeadiella_aridula","93","2320.053763","2728.205894","282.901773","157553.393431"
"Osmia_brevis","135","3736.42963","3078.72552","264.974504","108536.782141"
"Osmia_glauca","25","3679.56","1962.99028","392.598056","586098.623562"
"Ashmeadiella_californica","87","3014.37931","2208.477063","236.773594","168419.144702"
"Anthidium_collectum","33","3272","2765.565618","481.42318","444014.108759"
"Hoplitis_sambuci","49","3381.795918","1630.158108","232.87973","299029.909981"
"Ashmeadiella_cubiceps","38","2672.447368","2508.320421","406.903303","385591.199712"
"Ashmeadiella_timberlakei","32","4205.21875","2973.426032","525.632428","457889.549658"
"Ashmeadiella_salviae","20","3676.15","3465.298958","774.864403","732623.279453"
"Chelostoma_incisulum","15","2978.333333","1613.962722","416.723383","976831.039271"
"Osmia_gabrielis","39","3849.897436","2867.557358","459.176666","375704.245873"
"Osmia_coloradensis","368","5658.980978","4036.258161","210.404501","39816.482579"
"Osmia_aglaia","17","3721.647059","1849.035456","448.45697","861909.740533"
"Osmia_atrocyanea","98","4779.071429","4312.45068","435.623303","149514.95499"
"Osmia_regulina","26","3294.346154","2207.852621","432.995523","563556.36881"
"Osmia_californica","124","3357.290323","2497.37145","224.270577","118165.045073"
"Dianthidium_subparvum","90","3194.244444","2676.03119","282.078455","162805.173212"
"Megachile_pascoensis","9","3777.222222","2024.355563","674.785188","1628051.732118"
"Osmia_iridis","23","3269.652174","1480.439204","308.692913","637063.721264"
"Megachile_mellitarsis","40","3131.175","1952.488719","308.715573","366311.639727"
"Lithurgopsis_apicalis","116","1969.793103","862.678685","80.097705","126314.358526"
"Megachile_willughbiella","376","9927.356383","4289.28937","221.203209","38969.323375"
"Ashmeadiella_micheneri","1","2220",NA,NA,"14652465.589061"
"Osmia_cobaltina","66","3973.560606","3410.034934","419.746284","222007.05438"
"Ashmeadiella_australis","21","2789.095238","1777.221424","387.82151","697736.456622"
"Megachile_townsendiana","73","2492.493151","2448.523428","286.577991","200718.706699"
"Heriades_cressoni","66","3075.318182","1510.338884","185.909865","222007.05438"
"Osmia_kincaidii","71","4727.352113","4052.933816","480.994751","206372.754776"
"Osmia_sedula","26","4740.346154","3636.783534","713.231931","563556.36881"
"Osmia_densa","104","4931.759615","3500.058098","343.208933","140889.092203"
"Osmia_grinnelli","45","1910.822222","1294.392667","192.956666","325610.346424"
"Stelis_costalis","21","4472.238095","2677.197507","584.212392","697736.456622"
"Osmia_calla","59","3289.220339","1979.956052","257.768322","248346.874391"
"Osmia_cara","35","4026.085714","2313.522834","391.056733","418641.873973"
"Hoplitis_jacintana","25","3306.64","2582.022348","516.40447","586098.623562"
"Megachile_agustini","58","2618.362069","1317.176735","172.953779","252628.717053"
"Heriades_gracilior","22","2304.409091","813.408037","173.419176","666021.163139"
"Coelioxys_insita","16","3207.3125","1431.172187","357.793047","915779.099316"
"Megachile_soledadensis","30","1614.3","709.554263","129.546292","488415.519635"
"Ashmeadiella_erema","22","1293.272727","516.219424","110.058351","666021.163139"
"Megachile_nevadensis","64","2220.0625","2468.135752","308.516969","228944.774829"
"Hoplitis_mojavensis","26","731.384615","433.642809","85.044352","563556.36881"
"Ashmeadiella_xenomastax","20","970.45","730.688678","163.386955","732623.279453"
"Anthidium_colliguayanum","7","5373","3330.494608","1258.808639","2093209.369866"
"Neofidelia_profuga","14","1126.285714","2197.757438","587.375382","1046604.684933"
"Coelioxys_zapoteca","35","11892.571429","5709.279589","965.044387","418641.873973"
"Osmia_pikei","38","4737.131579","3010.844563","488.423484","385591.199712"
"Coelioxys_deani","3","6533.333333","2663.154208","1537.572799","4884155.196354"
"Coelioxys_alatiformis","9","12164","5408.621035","1802.873678","1628051.732118"
"Coelioxys_grindeliae","54","2736.5","1725.362491","234.792096","271341.955353"
"Lithurgus_scabrosus","7","15808.857143","6178.918876","2335.411817","2093209.369866"
"Megachile_sabinensis","37","1478.459459","822.834822","135.273211","396012.583488"
"Osmia_obliqua","25","5144.12","5379.432051","1075.88641","586098.623562"
"Osmia_latisulcata","46","2243.304348","1874.824636","276.427812","318531.860632"
"Megachile_manifesta","41","2692.146341","1761.944658","275.169525","357377.209489"
"Osmia_crassa","23","1252.173913","734.730479","153.201895","637063.721264"
"Stelis_anasazi","2","1613.5","366.988419","259.5","7326232.794531"
"Stelis_paiute","1","1695",NA,NA,"14652465.589061"
"Osmia_alpestris","7","3274.714286","1561.902655","590.343714","2093209.369866"
"Megachile_snowi","42","2307.071429","1360.597078","209.944687","348868.228311"
"Stelis_rudbeckiarum","22","2610.272727","723.371483","154.223318","666021.163139"
"Megachile_rubi","18","8354.888889","885.011259","208.599154","814025.866059"
"Osmia_giliarum","63","4233.301587","3281.011152","413.36855","232578.818874"
"Chelostoma_phaceliae","34","3918.970588","2537.25764","435.136095","430954.870267"
"Megachile_brimleyi","9","6794.222222","3330.681228","1110.227076","1628051.732118"
"Dianthidium_arizonicum","13","2144.384615","423.664674","117.503439","1127112.73762"
"Anthidium_spatulatum","2","821.5","393.858477","278.5","7326232.794531"
"Ashmeadiella_rufipes","25","904.6","1003.653036","200.730607","586098.623562"
"Hoplitis_carinata","2","3423.5","139.300036","98.5","7326232.794531"
"Stelis_subcaerulea","9","5240","3640.736395","1213.578798","1628051.732118"
"Hoplitis_nitidula","2","923","18.384776","13","7326232.794531"
"Lithurgus_chrysurus","88","6444.704545","3025.58703","322.528661","166505.290785"
"Atoposmia_triodonta","21","2916.190476","2003.85525","437.277065","697736.456622"
"Osmia_pentstemonis","87","5171.931034","3892.876616","417.360182","168419.144702"
"Osmia_tarsata","32","6767.21875","4704.585901","831.661148","457889.549658"
"Heriades_timberlakei","33","1752.878788","495.16555","86.197258","444014.108759"
"Stelis_robertsoni","9","2016.444444","1104.942884","368.314295","1628051.732118"
"Osmia_marginipennis","55","3319.290909","1481.132033","199.715803","266408.465256"
"Megachile_pseudonigra","8","2624.625","1681.733369","594.582535","1831558.198633"
"Stelis_carnifex","31","4687.193548","4367.279584","784.386569","472660.180292"
"Aztecanthidium_tenochtitlanicum","2","4064.5","1108.036326","783.5","7326232.794531"
"Hoplitis_louisae","21","4562.142857","2153.74586","469.985878","697736.456622"
"Atoposmia_elongata","18","5646.722222","3576.224789","842.924266","814025.866059"
"Hoplitis_pygmaea","10","405.6","148.034681","46.812676","1465246.558906"
"Trachusa_pubescens","6","3980.166667","728.305819","297.329606","2442077.598177"
"Osmia_longula","66","3432.257576","1516.92711","186.72082","222007.05438"
"Trachusa_perdita","12","3336.416667","1680.138277","485.014143","1221038.799088"
"Stelis_montana","112","4773.205357","3909.19848","369.384536","130825.585617"
"Megachile_amica","17","3110.294118","1765.026727","428.08186","861909.740533"
"Chelostoma_minutum","37","4038.72973","2457.44821","404.001997","396012.583488"
"Hoplitis_plagiostoma","11","4071.090909","1358.786919","409.689671","1332042.326278"
"Stelis_nitida","39","6121.974359","2978.365955","476.920242","375704.245873"
"Hoplitis_bullifacies","11","1795.454545","1244.554568","375.247321","1332042.326278"
"Hoplitis_incanescens","13","2161.769231","1527.727242","423.7153","1127112.73762"
"Gronoceras_bombiforme","22","4404.318182","2002.377953","426.908414","666021.163139"
"Osmia_nearctica","4","8268.5","2357.206468","1178.603234","3663116.397265"
"Hoplostelis_bivittata","8","10292.625","4232.518093","1496.421123","1831558.198633"
"Coelioxys_pratti","15","8085.333333","5229.026428","1350.128818","976831.039271"
"Pseudoanthidium_tuberculiferum","25","2818.4","1913.842122","382.768424","586098.623562"
"Megachile_cockerelli","3","4907.333333","1920.69267","1108.91243","4884155.196354"
"Osmia_sculleni","47","4773.297872","3283.077102","478.886014","311754.587001"
"Osmia_odontogaster","13","7414.923077","4462.410419","1237.649968","1127112.73762"
"Osmia_cyaneonitens","21","2828.238095","611.646949","133.472307","697736.456622"
"Osmia_dolerosa","33","8763.424242","7071.002917","1230.903613","444014.108759"
"Megachile_okinawana","1","17541",NA,NA,"14652465.589061"
"Atoposmia_abjecta","27","3573.37037","2296.864906","442.031857","542683.910706"
"Osmia_gaudiosa","51","2177.352941","1319.556832","184.774915","287303.246844"
"Osmia_giffardi","11","4537.909091","2506.053689","755.603617","1332042.326278"
"Atoposmia_mirifica","9","646.888889","396.898742","132.299581","1628051.732118"
"Ashmeadiella_rufitarsis","16","2344.75","1987.346422","496.836606","915779.099316"
"Chelostoma_emarginatum","22","7518","2897.703442","617.79245","666021.163139"
"Chelostoma_marginatum","21","2851.857143","2784.590729","607.647514","697736.456622"
"Stelis_hurdi","2","5149","3029.245451","2142","7326232.794531"
"Megachile_foersteri","5","3780.8","989.88267","442.688988","2930493.117812"
"Hoplitis_zuni","10","1505.3","433.02811","136.935512","1465246.558906"
"Stelis_anthracina","11","650.818182","294.051634","88.659904","1332042.326278"
"Osmia_melanopleura","46","4839.456522","3857.481704","568.754648","318531.860632"
"Pararhophites_orobinus","3","816.666667","257.989018","148.950029","4884155.196354"
"Osmia_vandykei","19","2917.421053","1701.44407","390.33804","771182.399424"
"Chelostoma_styriacum","1","3113",NA,NA,"14652465.589061"
"Coelioxys_inermis","209","9049.100478","3736.496206","258.458847","70107.490857"
"Osmia_thysanisca","9","6506.666667","7316.986572","2438.995524","1628051.732118"
"Osmia_tanneri","21","4424.714286","3077.666683","671.60193","697736.456622"
"Megachile_ericetorum","160","7866.66875","2877.751345","227.50622","91577.909932"
"Megachile_mossambica","13","4817.923077","1409.772645","391.000581","1127112.73762"
"Stelis_semirubra","3","10945.666667","10468.581104","6044.038118","4884155.196354"
"Benanthis_madagascariensis","3","2735.666667","641.649697","370.456625","4884155.196354"
"Hylaeus_dilatatus","137","8907.116788","3502.406058","299.230744","106952.30357"
"Colletes_halophilus","32","6596.15625","5472.520485","967.414086","457889.549658"
"Colletes_dimidiatus","6","1402.166667","927.535534","378.664796","2442077.598177"
"Colletes_daviesanus","297","9259.558923","3518.341315","204.15487","49334.900973"
"Hylaeus_punctulatissimus","60","8575.05","2782.400082","359.206306","244207.759818"
"Colletes_similis","224","8428.160714","3064.702353","204.769039","65412.792808"
"Colletes_succinctus","226","10694.676991","5721.079754","380.560564","64833.918536"
"Cadeguala_occidentalis","38","8961.921053","7922.354954","1285.175679","385591.199712"
"Hylaeus_affinis","185","8135.432432","2603.69759","191.427654","79202.516698"
"Colletes_cyanescens","41","6375.02439","6232.395027","973.336577","357377.209489"
"Diphaglossa_gayi","24","14877.75","8963.331452","1829.632371","610519.399544"
"Chilicola_plebeia","3","1627.666667","1155.652341","667.21619","4884155.196354"
"Chilicola_minor","4","6107.5","4924.645808","2462.322904","3663116.397265"
"Cadeguala_albopilosa","30","9586.233333","8252.485526","1506.690826","488415.519635"
"Caupolicana_gayi","18","4073.944444","3917.744106","923.421141","814025.866059"
"Chilicola_hahni","2","1978","564.271211","399","7326232.794531"
"Chilicola_herbsti","12","2386.5","3215.835859","928.331849","1221038.799088"
"Caupolicana_fulvicollis","19","4417.631579","5290.284588","1213.674521","771182.399424"
"Hylaeus_nigritus","114","9121.789474","2608.221679","244.282342","128530.399904"
"Hylaeus_lineolatus","42","6283.071429","3002.521066","463.299059","348868.228311"
"Hylaeus_gredleri","72","8448.583333","3283.147214","386.92261","203506.466515"
"Chilicola_guanicoe","2","63.5","7.778175","5.5","7326232.794531"
"Hylaeus_confusus","325","10557.470769","5010.765575","277.947265","45084.509505"
"Colletes_hylaeiformis","24","6353.791667","1952.938165","398.641834","610519.399544"
"Hylaeus_kahri","32","8462.46875","4404.357673","778.587794","457889.549658"
"Xeromelissa_chusmiza","1","580",NA,NA,"14652465.589061"
"Hylaeus_clypearis","66","7593.575758","3686.925315","453.829134","222007.05438"
"Hylaeus_cornutus","66","7739.484848","3032.228824","373.241567","222007.05438"
"Xeromelissa_brevimalaris","2","522.5","692.257539","489.5","7326232.794531"
"Hylaeus_pfankuchi","29","9801.034483","5543.507731","1029.403543","505257.434106"
"Hylaeus_pectoralis","89","8565.853933","2778.693036","294.540873","164634.444821"
"Hylaeus_angustatus","136","8940.720588","3173.332786","272.111041","107738.717567"
"Hylaeus_paulus","22","10684.272727","4042.368968","861.83596","666021.163139"
"Hylaeus_incongruus","154","8961","3086.964937","248.754724","95145.880448"
"Chilicola_rubriventris","5","2211.8","3511.819713","1570.533521","2930493.117812"
"Chilicola_packeri","3","139.666667","120.525239","69.585279","4884155.196354"
"Lonchopria_zonalis","18","7041.722222","5225.777024","1231.727457","814025.866059"
"Colletes_mlokossewiczi","34","5619.176471","3065.43482","525.717734","430954.870267"
"Chilicola_chalcidiformis","6","8309.333333","4523.262127","1846.614031","2442077.598177"
"Hylaeus_variegatus","118","6757.305085","3169.345651","291.761916","124173.437195"
"Xeromelissa_machi","1","4923",NA,NA,"14652465.589061"
"Colletes_nasutus","17","5364.941176","2296.926465","557.086496","861909.740533"
"Xeromelissa_wilmattae","2","417.5","548.007755","387.5","7326232.794531"
"Caupolicana_dimidiata","5","1532","2310.562377","1033.314908","2930493.117812"
"Colletes_graeffei","1","7685",NA,NA,"14652465.589061"
"Chilicola_vernalis","18","2544.5","2841.406471","669.725928","814025.866059"
"Hylaeus_alpinus","15","15080.466667","4139.048594","1068.697752","976831.039271"
"Colletes_floralis","114","9413.289474","4924.815312","461.251215","128530.399904"
"Colletes_fodiens","74","8110.689189","3545.023759","412.100641","198006.291744"
"Hylaeus_sinuatus","61","8234.311475","2548.353053","326.283174","240204.353919"
"Hylaeus_gracilicornis","46","8648.434783","2028.895941","299.144386","318531.860632"
"Hylaeus_styriacus","52","9149.384615","2733.602695","379.082488","281778.184405"
"Scrapter_carysomus","1","891",NA,NA,"14652465.589061"
"Scrapter_calx","12","1208.333333","667.450827","192.676457","1221038.799088"
"Colletes_capensis","43","1253.046512","1072.812191","163.602325","340755.013699"
"Colletes_furfuraceus","10","3782.7","3334.143637","1054.348794","1465246.558906"
"Niltonia_virgilii","2","13250","3894.744151","2754","7326232.794531"
"Hylaeus_nivalis","15","13417.933333","3799.377138","980.994959","976831.039271"
"Xeromelissa_obscura","1","109",NA,NA,"14652465.589061"
"Hylaeus_difformis","72","9231.125","2849.698921","335.840239","203506.466515"
"Lonchopria_similis","17","6015.941176","8787.198092","2131.208582","861909.740533"
"Hylaeus_pilosulus","6","8853.333333","1967.015472","803.030704","2442077.598177"
"Colletes_marginatus","88","7096.556818","4006.704349","427.116119","166505.290785"
"Geodiscelis_longiceps","1","156",NA,NA,"14652465.589061"
"Chilicola_randolphi","3","6325.666667","3467.900998","2002.193575","4884155.196354"
"Hylaeus_tyrolensis","18","8170.277778","3681.123387","867.649103","814025.866059"
"Colletes_jankowskyi","4","11874.75","12382.734684","6191.367342","3663116.397265"
"Caupolicana_quadrifasciata","12","3917.083333","5759.2334","1662.547477","1221038.799088"
"Hylaeus_moricei","20","5265.05","3852.386212","861.419745","732623.279453"
"Hylaeus_glacialis","8","11798.625","2643.240756","934.526731","1831558.198633"
"Chilicola_curvapeligrosa","1","2554",NA,NA,"14652465.589061"
"Colletes_nigricans","24","5381","2615.356173","533.857343","610519.399544"
"Chilicola_charizard","1","161",NA,NA,"14652465.589061"
"Colletes_dusmeti","4","2765","2321.562836","1160.781418","3663116.397265"
"Colletes_abeillei","17","4048.823529","3205.942417","777.555248","861909.740533"
"Hylaeus_relegatus","28","11533.178571","6955.262298","1314.421025","523302.342466"
