"species","n_awi_pm_sr_yr","mean_awi_pm_sr_yr","sd_awi_pm_sr_yr","se_awi_pm_sr_yr","within_sp_var_awi_pm_sr_yr"
"Lasioglossum_puncticolle","44","8299.022727","3833.051863","577.854311","333010.58157"
"Sphecodes_rubicundus","57","8643.719298","3494.24003","462.823398","257060.799808"
"Lasioglossum_punctatissimum","202","9337.39604","4296.246908","302.282878","72536.958362"
"Sphecodes_spinulosus","41","8295.292683","2813.54842","439.402441","357377.209489"
"Lasioglossum_laevigatum","86","9917.337209","3499.753355","377.38811","170377.50685"
"Halictus_scabiosae","308","7113.951299","3146.000837","179.260034","47572.940224"
"Lasioglossum_nigripes","62","7377.403226","3620.775641","459.838966","236330.090146"
"Lasioglossum_marginatum","66","7009.727273","3230.566354","397.655229","222007.05438"
"Nomia_strigata","54","14625.666667","6104.798626","830.757868","271341.955353"
"Sphecodes_albilabris","326","7849.453988","2495.272207","138.200346","44946.213463"
"Halictus_langobardicus","38","8977.736842","2011.50469","326.309149","385591.199712"
"Ruizantheda_mutabilis","35","8080.371429","6681.93986","1129.453981","418641.873973"
"Lasioglossum_albescens","79","9234.037975","4845.883896","545.204534","185474.247963"
"Megalopta_genalis","18","16109.611111","4536.480758","1069.258769","814025.866059"
"Halictus_quadricinctus","181","7274.469613","2677.14615","198.990706","80952.848558"
"Halictus_aerarius","49","10894.857143","4893.314129","699.044876","299029.909981"
"Nomia_thoracica","31","10984.290323","7088.178027","1273.074355","472660.180292"
"Halictus_fulvipes","40","4062.7","2596.134673","410.484934","366311.639727"
"Lasioglossum_quadrinotatum","74","8572.189189","1705.641314","198.276775","198006.291744"
"Lasioglossum_semilucens","110","9260.136364","2841.323262","270.909543","133204.232628"
"Lasioglossum_aeratum","51","8365.117647","3893.119704","545.145799","287303.246844"
"Dufourea_dentiventris","124","10620.556452","5668.110891","509.011384","118165.045073"
"Sphecodes_ferruginatus","188","10106.026596","3666.884413","267.435032","77938.64675"
"Dufourea_halictula","28","9946.428571","3976.848393","751.553704","523302.342466"
"Sphecodes_hyalinatus","213","10890.29108","4289.232864","293.893393","68790.918259"
"Lasioglossum_glabriusculum","48","8072.229167","2779.541208","401.192216","305259.699772"
"Lasioglossum_subhirtum","17","7802.235294","2777.270547","673.587048","861909.740533"
"Sphecodes_pseudofasciatus","16","8742.25","2692.430141","673.107535","915779.099316"
"Lasioglossum_politum","61","8395.016393","2519.262058","322.558454","240204.353919"
"Lasioglossum_minutulum","36","10251.666667","2515.003346","419.167224","407012.933029"
"Halictus_compressus","74","8423.378378","2640.951181","307.004339","198006.291744"
"Nomioides_minutissimus","52","3438.461538","2249.863433","311.999922","281778.184405"
"Nomia_westwoodi","38","6543.315789","4478.444144","726.499573","385591.199712"
"Lasioglossum_nitidulum","73","8483.369863","2886.7703","337.870908","200718.706699"
"Lasioglossum_pauperatum","32","7265.625","2339.140203","413.505475","457889.549658"
"Lasioglossum_majus","42","9345","2566.873984","396.077255","348868.228311"
"Lasioglossum_xanthopus","125","7521.392","3564.457632","318.814783","117219.724712"
"Lasioglossum_lucidulum","90","9092.722222","1978.447905","208.54672","162805.173212"
"Lasioglossum_costulatum","55","9198.4","3226.279767","435.031475","266408.465256"
"Systropha_curvicornis","34","6409.205882","2168.748819","371.937354","430954.870267"
"Lasioglossum_interruptum","64","7729.859375","3019.729242","377.466155","228944.774829"
"Lasioglossum_tricinctum","31","8417.290323","2495.186449","448.148716","472660.180292"
"Nomia_incerta","52","11436.365385","4582.563975","635.487284","281778.184405"
"Rhinetula_denticrus","10","17884.9","3745.16635","1184.325588","1465246.558906"
"Halictus_vestitus","15","3604.066667","2159.700689","557.63232","976831.039271"
"Lasioglossum_collopiense","4","1278","667.674072","333.837036","3663116.397265"
"Augochlorella_ephyra","32","8204.84375","3576.065175","632.164984","457889.549658"
"Augochlorella_urania","13","9991.615385","2564.067034","711.144243","1127112.73762"
"Neocorynura_codion","33","11638.666667","4606.71743","801.926572","444014.108759"
"Paroxystoglossa_transversa","3","12842.666667","2849.192225","1644.981898","4884155.196354"
"Thectochlora_alaris","50","9772.66","3770.983186","533.297557","293049.311781"
"Pseudaugochlora_pandora","3","12293.666667","8546.376562","4934.252809","4884155.196354"
"Pseudagapostemon_pampeanus","28","3812","2788.768599","527.027727","523302.342466"
"Halictus_kessleri","16","7552.9375","1581.022853","395.255713","915779.099316"
"Nomia_curvipes","7","4667.714286","1691.414666","639.294653","2093209.369866"
"Cellariella_kalaharica","4","2148.25","1499.201649","749.600825","3663116.397265"
"Patellapis_castanea","3","14556","3465.333894","2000.711457","4884155.196354"
"Rophites_algirus","32","8716.4375","2701.182715","477.506154","457889.549658"
"Rophites_canus","16","6282.875","2423.611131","605.902783","915779.099316"
"Pseudapis_nilotica","11","419.272727","287.380963","86.648621","1332042.326278"
"Lasioglossum_hadrandrum","1","29092",NA,NA,"14652465.589061"
"Augochloropsis_sparsilis","19","11100.684211","2012.152773","461.619505","771182.399424"
"Corynura_herbsti","7","2515.285714","1830.064818","691.699485","2093209.369866"
"Rhinocorynura_briseis","10","13807.8","6819.888282","2156.638036","1465246.558906"
"Halictus_subauratoides","1","14684",NA,NA,"14652465.589061"
"Halictus_vicinus","2","17383.5","4053.843177","2866.5","7326232.794531"
"Ruizantheda_divaricata","3","8774","3643.295623","2103.457709","4884155.196354"
"Lipotriches_fulvinerva","2","5149","987.121067","698","7326232.794531"
"Pseudapis_interstitinervis","11","2521.272727","2062.483701","621.862234","1332042.326278"
"Paroxystoglossa_barbata","2","6848.5","86.974134","61.5","7326232.794531"
"Halictus_crenicornis","9","4311.777778","1981.040937","660.346979","1628051.732118"
"Halictus_propinquus","3","8913.666667","5199.034942","3001.664223","4884155.196354"
"Dufourea_alpina","17","12755.823529","3754.246","910.5384","861909.740533"
"Pseudapis_flavolobata","2","1526.5","1154.705374","816.5","7326232.794531"
"Halictus_pollinosus","36","4963","2660.958259","443.493043","407012.933029"
"Halictus_pici","5","442.6","341.633283","152.783049","2930493.117812"
"Lasioglossum_serenum","1","4451",NA,NA,"14652465.589061"
"Dufourea_minuta","38","10125.815789","2751.214973","446.306003","385591.199712"
"Sphecodes_schenckii","17","10163.176471","3603.920421","874.079092","861909.740533"
"Lasioglossum_griseolum","33","6513.818182","2379.33966","414.189871","444014.108759"
"Megalopta_atra","5","21811.4","2822.226125","1262.137893","2930493.117812"
"Eupetersia_sakalava","3","8461.333333","5164.325932","2981.624967","4884155.196354"
"Nomioides_facilis","27","4172.333333","3487.222787","671.116338","542683.910706"
"Ceylalictus_punjabensis","3","338","213.063371","123.012195","4884155.196354"
"Corynura_chilensis","28","8029.571429","6957.680182","1314.877962","523302.342466"
"Dufourea_paradoxa","16","12702.5","4465.56572","1116.39143","915779.099316"
"Megommation_insigne","2","11641","697.207286","493","7326232.794531"
"Lasioglossum_convexiusculum","23","8870.086957","2693.307006","561.593332","637063.721264"
"Sphecodes_majalis","24","8101.041667","1759.233763","359.102088","610519.399544"
"Lasioglossum_bluethgeni","15","9377.6","2870.317449","741.112779","976831.039271"
"Lasioglossum_pallens","40","8528.575","2100.084588","332.052529","366311.639727"
"Lasioglossum_albocinctum","27","5883.703704","3038.247595","584.711022","542683.910706"
"Lasioglossum_enatum","1","4434",NA,NA,"14652465.589061"
"Lasioglossum_fernandezis","3","4065.666667","4763.888363","2750.432229","4884155.196354"
"Rophites_quinquespinosus","37","8579.837838","2307.75772","379.393032","396012.583488"
"Lasioglossum_dispersum","2","4934.5","757.311363","535.5","7326232.794531"
"Lasioglossum_pleurospeculum","2","11950.5","1700.591809","1202.5","7326232.794531"
"Sphecodes_niger","68","9830.176471","2823.846323","342.441666","215477.435133"
"Lasioglossum_breviventre","7","11702.857143","3893.888478","1471.751507","2093209.369866"
"Corynura_rubella","20","15086.6","7920.040353","1770.974861","732623.279453"
"Lasioglossum_medinai","16","7107.5625","2477.000739","619.250185","915779.099316"
"Lasioglossum_setulosum","7","8084","3386.075998","1279.81643","2093209.369866"
"Sphecodes_croaticus","16","8938.8125","2913.595195","728.398799","915779.099316"
"Corynura_ampliata","5","8968.8","3276.714925","1465.391463","2930493.117812"
"Megaloptidia_nocturna","4","17628.5","5151.658018","2575.829009","3663116.397265"
"Lasioglossum_angusticeps","13","6580.692308","4112.064169","1140.481401","1127112.73762"
"Lasioglossum_pseudolittorale","2","1956","1545.735424","1093","7326232.794531"
"Lasioglossum_pavoninum","8","4336.25","1674.857499","592.151548","1831558.198633"
"Lasioglossum_pectinatum","14","9116.285714","1629.591616","435.526679","1046604.684933"
"Dufourea_inermis","37","8772.27027","2191.61784","360.299753","396012.583488"
"Lasioglossum_mutilum","10","15281.2","3769.881808","1192.141302","1465246.558906"
"Lasioglossum_duplex","8","14621.5","3691.37009","1305.096411","1831558.198633"
"Lasioglossum_scitulum","10","13796.4","5874.691958","1857.740714","1465246.558906"
"Lasioglossum_proximatum","8","12357.5","6392.958135","2260.252025","1831558.198633"
"Lasioglossum_japonicum","7","14595.857143","2963.063248","1119.932639","2093209.369866"
"Lasioglossum_taeniolellum","4","15305.25","4115.709447","2057.854724","3663116.397265"
"Lasioglossum_sibiriacum","7","14843.714286","6122.777303","2314.192297","2093209.369866"
"Lipotriches_yasumatsui","1","11880",NA,NA,"14652465.589061"
"Lasioglossum_euboeense","9","6911.555556","2865.870292","955.290097","1628051.732118"
"Corynura_bruchiana","4","16417.75","7891.241743","3945.620871","3663116.397265"
"Pseudapis_siamensis","43","9210.186047","4331.006126","660.472242","340755.013699"
"Ruizantheda_proxima","34","7646.617647","6361.389823","1090.969354","430954.870267"
"Lasioglossum_matianense","2","4681","100.409163","71","7326232.794531"
"Lasioglossum_subfasciatum","22","9692.954545","3764.578437","802.61082","666021.163139"
"Sphecodes_crassanus","11","6953.181818","1958.942052","590.643252","1332042.326278"
"Lasioglossum_baleicum","6","15321.833333","3750.009782","1530.935083","2442077.598177"
"Lasioglossum_bavaricum","13","14580.846154","3785.603405","1049.937476","1127112.73762"
"Lasioglossum_marginellum","8","7546.125","2469.702205","873.171588","1831558.198633"
"Rophites_hartmanni","7","6585.571429","1330.890035","503.029151","2093209.369866"
"Lasioglossum_sexnotatulum","24","8610.5","1888.376321","385.463202","610519.399544"
"Nomia_elliotii","27","8099.296296","2997.635245","576.895172","542683.910706"
"Lasioglossum_sordidum","40","14052.625","7648.429896","1209.32295","366311.639727"
"Lasioglossum_pseudotegulare","3","4510","5922.1784","3419.171293","4884155.196354"
"Lasioglossum_stictaspis","4","1319.5","801.432675","400.716338","3663116.397265"
"Lasioglossum_quadrinotatulum","57","8843.596491","2282.861987","302.372457","257060.799808"
"Sphecodes_rufiventris","52","8703.826923","3257.626946","451.751577","281778.184405"
"Lasioglossum_clypeare","28","6671.142857","2752.170574","520.11135","523302.342466"
"Lasioglossum_griswoldi","1","1813",NA,NA,"14652465.589061"
"Corynura_patagonica","16","14917.375","8799.796777","2199.949194","915779.099316"
"Sphecodes_nomioidis","2","4562.5","365.574206","258.5","7326232.794531"
"Sphecodes_zangherii","9","8433.444444","2137.308244","712.436081","1628051.732118"
"Sphecodes_cristatus","8","6619.375","1373.0323","485.440225","1831558.198633"
"Sphecodes_alternatus","30","4829.066667","3780.336492","690.191857","488415.519635"
"Lasioglossum_buccale","13","10084.538462","3291.82818","912.988869","1127112.73762"
"Lasioglossum_sphecodimorphum","4","3389.5","1361.174126","680.587063","3663116.397265"
"Lasioglossum_virens","3","3859.666667","872.270791","503.605776","4884155.196354"
"Nomia_yunnanensis","8","9341.125","2944.440206","1041.016818","1831558.198633"
"Corynura_corinogaster","24","10262.458333","8580.88722","1751.566269","610519.399544"
"Nomia_amboinensis","3","7134","1228.854345","709.479387","4884155.196354"
"Patellapis_inelegans","2","12387.5","1423.405951","1006.5","7326232.794531"
"Agapostemon_viequesensis","2","7267.5","3523.513091","2491.5","7326232.794531"
"Lasioglossum_gundlachii","2","6158.5","2488.308763","1759.5","7326232.794531"
"Halictus_senilis","18","1599.777778","1885.231006","444.353209","814025.866059"
"Lasioglossum_umbripenne","7","17591.142857","5202.359703","1966.307144","2093209.369866"
"Lasioglossum_kiautschouense","2","16633.5","3353.807463","2371.5","7326232.794531"
"Patellapis_albofasciata","6","3326.333333","1428.740238","583.28076","2442077.598177"
"Augochloropsis_cupreola","13","12547.384615","2749.018387","762.440519","1127112.73762"
"Neocorynura_aenigma","4","13118.25","3917.851654","1958.925827","3663116.397265"
"Augochlora_foxiana","8","10980","1799.478972","636.211892","1831558.198633"
"Halictillus_loureiroi","2","12245.5","1038.739862","734.5","7326232.794531"
"Ceratalictus_clonius","1","11049",NA,NA,"14652465.589061"
"Rhinocorynura_inflaticeps","2","9782.5","1621.395849","1146.5","7326232.794531"
"Augochloropsis_cognata","3","12728.666667","517.046742","298.517076","4884155.196354"
"Lasioglossum_imitatum","199","8245.155779","2244.619155","159.116833","73630.480347"
"Sphecodes_minor","45","8078.444444","3285.09298","489.712748","325610.346424"
"Lasioglossum_raleighense","4","5895.25","3932.569929","1966.284964","3663116.397265"
"Corynura_lepida","6","5565.5","3154.405094","1287.780487","2442077.598177"
"Lasioglossum_parvum","4","4402.25","3117.521492","1558.760746","3663116.397265"
"Lasioglossum_berberum","1","559",NA,NA,"14652465.589061"
"Penapis_penai","9","265.222222","244.403241","81.467747","1628051.732118"
"Pseudapis_anthidioides","11","3627","1425.000772","429.653899","1332042.326278"
"Pseudapis_cinerea","46","1161.652174","864.338597","127.439774","318531.860632"
"Steganomus_junodi","17","3946.294118","1799.224026","436.375924","861909.740533"
"Lipotriches_patellifera","36","4581.916667","2961.233222","493.53887","407012.933029"
"Lasioglossum_truncaticolle","8","4961.875","1947.196992","688.438099","1831558.198633"
"Patellapis_minutior","6","1439.166667","475.687888","194.198767","2442077.598177"
"Lipotriches_collaris","4","5308.5","4459.245265","2229.622632","3663116.397265"
"Patellapis_montagui","7","1367.857143","880.703777","332.874739","2093209.369866"
"Patellapis_malachurina","2","3569.5","1158.948014","819.5","7326232.794531"
"Penapis_toroi","4","141.25","95.890128","47.945064","3663116.397265"
"Ariphanarthra_palpalis","3","17271","7054.199246","4072.743834","4884155.196354"
"Lipotriches_minutula","2","6588.5","854.892098","604.5","7326232.794531"
"Thrinchostoma_sladeni","5","7075.8","596.207766","266.632219","2930493.117812"
"Lasioglossum_speculinum","2","14863.5","2710.340292","1916.5","7326232.794531"
"Lasioglossum_apristum","18","14499.277778","4328.571478","1020.254082","814025.866059"
"Lasioglossum_immunitum","1","4845",NA,NA,"14652465.589061"
"Sphecodes_longuloides","1","3417",NA,NA,"14652465.589061"
"Pseudapis_pandeana","5","4640.6","1279.627602","572.266861","2930493.117812"
"Thrinchostoma_seyrigi","1","13524",NA,NA,"14652465.589061"
"Lasioglossum_articulare","7","442.571429","318.405327","120.345902","2093209.369866"
"Ceylalictus_tumidus","1","2430",NA,NA,"14652465.589061"
"Lasioglossum_mesosclerum","4","3816","4674.013621","2337.00681","3663116.397265"
"Lasioglossum_figueresi","1","16718",NA,NA,"14652465.589061"
"Thectochlora_basiatra","21","9915.809524","3672.83582","801.478484","697736.456622"
"Neocorynura_melamptera","6","15576.333333","2965.753979","1210.763992","2442077.598177"
"Thrinchostoma_lemuriae","1","11333",NA,NA,"14652465.589061"
"Thrinchostoma_conjungens","1","11821",NA,NA,"14652465.589061"
"Lasioglossum_quadrinotatiforme","1","2707",NA,NA,"14652465.589061"
"Lasioglossum_cupreicolle","6","12037.833333","10305.268369","4207.108194","2442077.598177"
"Goeletapis_peruensis","4","483","334.584319","167.29216","3663116.397265"
"Systropha_glabriventris","7","1299.428571","434.545685","164.242831","2093209.369866"
"Lasioglossum_dynastes","1","8154",NA,NA,"14652465.589061"
"Lasioglossum_crassepunctatum","2","8574","6215.468607","4395","7326232.794531"
"Lasioglossum_pseudoplanulum","2","1841.5","590.434162","417.5","7326232.794531"
"Lasioglossum_aureolum","1","1381",NA,NA,"14652465.589061"
"Lasioglossum_soror","3","5469","1994.409938","1151.473115","4884155.196354"
"Systropha_maroccana","1","397",NA,NA,"14652465.589061"
"Lasioglossum_dybowskii","1","4000",NA,NA,"14652465.589061"
"Augochlora_phoemonoe","1","10834",NA,NA,"14652465.589061"
"Lasioglossum_pseudopectorale","1","1430",NA,NA,"14652465.589061"
"Eupetersia_seyrigi","1","11381",NA,NA,"14652465.589061"
"Lasioglossum_nupricola","1","48101",NA,NA,"14652465.589061"
"Lasioglossum_kansuense","3","16667.666667","4018.926515","2320.328305","4884155.196354"
"Sphecodes_pinguiculus","4","424.5","229.27349","114.636745","3663116.397265"
"Samba_atra","7","864.857143","600.424969","226.939307","2093209.369866"
"Samba_ogilviei","6","1221.666667","885.889083","361.662704","2442077.598177"
"Samba_griseonigra","5","1167.4","433.616536","193.91921","2930493.117812"
"Melitta_aegyptiaca","5","1186.4","535.868267","239.647574","2930493.117812"
"Lasioglossum_surianae","2","6287.5","1004.798736","710.5","7326232.794531"
"Chelostoma_philadelphi","82","8616.95122","1275.831647","140.892036","178688.604745"
"Lasioglossum_izawsum","2","11243.5","795.495129","562.5","7326232.794531"
"Lasioglossum_zingowli","1","17265",NA,NA,"14652465.589061"
"Halictus_phryganicus","1","2329",NA,NA,"14652465.589061"
"Lasioglossum_ceanothi","2","11507.5","4871.258616","3444.5","7326232.794531"
"Lasioglossum_robertsoni","1","2344",NA,NA,"14652465.589061"
"Dasypoda_hirtipes","309","8217.012945","3060.464625","174.10375","47418.982489"
"Melitta_americana","22","9730.727273","1760.087719","375.251963","666021.163139"
"Dasypoda_argentata","137","7215.014599","2748.883696","234.852984","106952.30357"
"Hesperapis_larreae","37","1061.27027","1137.499491","187.003764","396012.583488"
"Hesperapis_rhodocerata","13","1371.923077","386.715542","107.255594","1127112.73762"
"Hesperapis_trochanterata","1","1358",NA,NA,"14652465.589061"
"Hesperapis_regularis","17","2817.470588","1931.057875","468.350329","861909.740533"
"Macropis_nuda","82","8782.170732","3561.314526","393.281398","178688.604745"
"Melitta_maura","2","2555.5","753.068722","532.5","7326232.794531"
"Melitta_eickworti","5","10880.8","3113.372079","1392.342322","2930493.117812"
