"species","n_alt","mean_alt","sd_alt","se_alt","within_sp_var_alt"
"Bombus_patagiatus","93","426.731183","371.05842","38.476966","2809.295831"
"Bombus_bohemicus","2644","235.866112","340.440686","6.620804","98.814112"
"Epeolus_lectus","5","1058.2","583.755257","261.063287","52252.902452"
"Epeolus_deyrupi","4","22","12.727922","6.363961","65316.128065"
"Epeolus_chamaesarachae","9","1365.777778","158.941638","52.980546","29029.390251"
"Epeolus_gibbsi","1","334",NA,NA,"261264.512259"
"Nomada_bluethgeni","4","633.25","663.077861","331.53893","65316.128065"
"Epeolus_packeri","3","36.666667","1.154701","0.666667","87088.170753"
"Epeolus_splendidus","14","984.428571","365.635109","97.720093","18661.750876"
"Epeolus_obscuripes","6","1054.666667","609.981858","249.024051","43544.085377"
"Epeolus_floridensis","3","33.666667","13.503086","7.79601","87088.170753"
"Epeolus_howardi","7","82.714286","95.632481","36.14568","37323.501751"
"Epeolus_australis","22","202.363636","192.371304","41.0137","11875.659648"
"Nomada_lepida","91","266.043956","277.872909","29.128996","2871.038596"
"Epeolus_novomexicanus","11","1666.727273","743.396004","224.142329","23751.319296"
"Epeolus_zonatus","29","22.689655","13.379364","2.484486","9009.121112"
"Triepeolus_utahensis","36","557.861111","609.121107","101.520185","7257.347563"
"Bombus_lapponicus","1017","497.365782","510.338189","16.002859","256.897259"
"Bombus_kirbiellus","118","1412.449153","1245.886377","114.693138","2214.106036"
"Agapostemon_sericeus","687","270.363901","296.768084","11.322409","380.297689"
"Eulaema_cingulata","408","565.806373","565.355159","27.989251","640.354197"
"Bombus_sichelii","223","1133.668161","862.65304","57.76752","1171.589741"
"Bombus_sylvarum","2066","245.001936","346.094722","7.614297","126.459106"
"Meliwillea_bivea","11","1264.090909","848.539387","255.844252","23751.319296"
"Epeolus_brumleyi","12","1180.666667","361.132394","104.249942","21772.042688"
"Nomada_dentariae","13","317.307692","400.42423","111.057699","20097.270174"
"Epeolus_rufulus","5","1064.4","255.521623","114.272744","52252.902452"
"Epeolus_erigeronis","8","59.25","35.00102","12.374729","32658.064032"
"Eucera_chrysopyga","30","295.066667","265.423531","48.459485","8708.817075"
"Plebeia_emerina","29","454.310345","418.586917","77.729639","9009.121112"
"Ceratina_dentipes","72","330.472222","462.445184","54.499688","3628.673781"
"Tetragonisca_angustula","695","602.047482","480.861039","18.240099","375.920162"
"Melipona_fasciata","58","1525.844828","629.821328","82.699592","4504.560556"
"Nomada_tiftonensis","46","148.913043","118.790539","17.514709","5679.66331"
"Anthophora_pachyodonta","56","492.125","418.842868","55.970233","4665.437719"
"Exaerete_azteca","9","1044.666667","713.464961","237.821654","29029.390251"
"Bombus_lapidarius","4354","231.051217","348.041295","5.274564","60.00563"
"Triepeolus_matildae","4","184.75","109.919289","54.959645","65316.128065"
"Triepeolus_brittaini","7","76","44.598206","16.856537","37323.501751"
"Nomada_mutabilis","34","459.764706","481.312099","82.544344","7684.250361"
"Halictus_farinosus","619","1138.927302","777.651955","31.256471","422.075141"
"Megachile_xylocopoides","908","116.690529","156.968926","5.209197","287.736247"
"Agapostemon_virescens","1948","350.714066","389.211812","8.818435","134.119359"
"Halictus_poeyi","364","45.695055","99.565601","5.218655","717.759649"
"Agapostemon_splendens","941","241.018066","469.985068","15.321075","277.645603"
"Halictus_tripartitus","1118","1142.898927","747.711197","22.36212","233.689188"
"Megachile_sculpturalis","1492","279.536193","276.160175","7.149516","175.110263"
"Halictus_ligatus","4008","590.831337","615.128262","9.71632","65.185757"
"Anthidium_oblongatum","1120","358.725","415.700326","12.421423","233.271886"
"Colletes_latitarsis","193","226.305699","229.467397","16.517425","1353.702136"
"Osmia_lignaria","1512","711.675926","750.472888","19.30008","172.79399"
"Hylaeus_modestus","1256","441.313694","593.974962","16.759973","208.013147"
"Lasioglossum_sisymbrii","971","1285.199794","753.441974","24.179104","269.067469"
"Andrena_prunorum","891","1185.121212","727.489286","24.371808","293.226164"
"Augochlora_pura","1875","239.4192","210.145798","4.853109","139.341073"
"Agapostemon_melliventris","726","831.5","598.630024","22.217244","359.868474"
"Megachile_rotundata","1157","415.732066","534.795493","15.72248","225.812024"
"Anthidiellum_notatum","706","605.399433","701.456735","26.399672","370.063049"
"Lasioglossum_coriaceum","708","286.662429","271.913926","10.219151","369.017673"
"Osmia_caerulescens","1163","223.783319","334.434806","9.806671","224.647044"
"Andrena_erythronii","142","300.204225","206.998871","17.370959","1839.890931"
"Anthidium_illustre","104","1116","814.036174","79.822814","2512.158772"
"Halictus_parallelus","566","321.556537","381.745594","16.045964","461.598078"
"Megachile_mendica","1224","263.252451","352.53548","10.076556","213.451399"
"Colletes_inaequalis","1048","214.447519","155.910614","4.816095","249.298199"
"Andrena_cerasifolii","284","1078.81338","790.075644","46.882364","919.945466"
"Andrena_hirticincta","570","311.084211","370.256013","15.508318","458.358793"
"Osmia_montana","460","1595.386957","917.74411","42.79004","567.966331"
"Halictus_rubicundus","4436","403.379396","589.401334","8.849431","58.896418"
"Megachile_latimanus","968","286.296488","297.031797","9.546964","269.901356"
"Megachile_brevis","2293","665.703445","700.270491","14.62392","113.94004"
"Hoplitis_hypocrita","152","1155.467105","667.891115","54.173123","1718.845475"
"Colletes_simulans","590","603.494915","726.725121","29.9188","442.821207"
"Megachile_pugnata","794","851.84005","904.984851","32.116711","329.048504"
"Agapostemon_angelicus","1325","1223.575094","686.796526","18.867752","197.180764"
"Hylaeus_verticalis","255","1164.290196","970.712508","60.788375","1024.566715"
"Megachile_perihirta","770","1216.314286","897.691516","32.350557","339.304561"
"Andrena_asteris","257","199.490272","174.015066","10.854762","1016.593433"
"Hylaeus_leptocephalus","389","624.539846","676.19841","34.28462","671.631137"
"Osmia_integra","191","1322.497382","749.941456","54.263859","1367.877028"
"Megachile_lanata","146","197.075342","283.761704","23.484286","1789.482961"
"Dieunomia_heteropoda","352","446.650568","534.684815","28.498796","742.228728"
"Colletes_thoracicus","350","144.897143","184.979502","9.88757","746.470035"
"Osmia_bucephala","749","741.230975","944.537472","34.512648","348.817773"
"Hoplitis_fulgida","461","1701.310195","799.850427","37.252748","566.7343"
"Megachile_policaris","624","665.097756","644.507725","25.800958","418.693129"
"Halictus_confusus","1958","450.808989","598.795186","13.532311","133.434378"
"Andrena_milwaukeensis","663","523.529412","585.74846","22.748585","394.064121"
"Agapostemon_texanus","1395","740.365591","770.868223","20.639209","187.286389"
"Megachile_montivaga","660","918.324242","819.987643","31.917976","395.855322"
"Coelioxys_sayi","526","243.231939","380.631014","16.596301","496.700594"
"Coelioxys_echinatus","443","458.446953","597.699908","28.39758","589.761879"
"Lasioglossum_pectorale","608","257.473684","303.775647","12.319729","429.711369"
"Lasioglossum_pilosum","630","228.844444","250.045544","9.962053","414.705575"
"Sphecodes_ranunculi","189","237.10582","222.098788","16.15531","1382.351917"
"Hylaeus_hyalinatus","1243","213.420756","378.722336","10.742005","210.188666"
"Stelis_laticincta","130","738.338462","695.832874","61.02858","2009.727017"
"Agapostemon_tyleri","103","1400.106796","541.26569","53.332493","2536.548663"
"Perdita_octomaculata","237","178.042194","218.829509","14.214504","1102.381908"
"Osmia_taurus","414","273.601449","251.703433","12.370549","631.073701"
"Augochlorella_aurata","1610","316.456522","400.991501","9.993606","162.276095"
"Calliopsis_andreniformis","788","273.503807","310.561215","11.063285","331.55395"
"Andrena_nubecula","532","382.394737","502.792884","21.798836","491.098707"
"Lasioglossum_fuscipenne","478","208.612971","205.515231","9.400048","546.578478"
"Anthidium_palliventre","55","155.890909","238.888295","32.211691","4750.263859"
"Lasioglossum_coeruleum","339","231.501475","231.890154","12.594544","770.691777"
"Megachile_albitarsis","391","240.959079","433.013967","21.898458","668.195684"
"Hoplitis_producta","776","689.351804","791.521546","28.413968","336.681072"
"Andrena_vicina","660","299.516667","399.076432","15.534029","395.855322"
"Nomada_illinoensis","74","170.418919","191.560642","22.268472","3530.601517"
"Kelita_tuberculata","14","832.214286","717.564168","191.777091","18661.750876"
"Bombus_infirmus","1","2484",NA,NA,"261264.512259"
"Bombus_honshuensis","70","853.485714","574.601784","68.678049","3732.350175"
"Bombus_trinominatus","25","2531.12","203.53139","40.706278","10450.58049"
"Bombus_weisi","220","2274.527273","503.316294","33.933578","1187.565965"
"Bombus_wilmattae","42","1724.619048","408.110276","62.972783","6220.583625"
"Epicharis_lunulata","57","637.684211","501.249017","66.392054","4583.587934"
"Bombus_macgregori","17","2212.235294","532.558979","129.164525","15368.500721"
"Centris_sericea","6","1215.333333","386.977863","157.983051","43544.085377"
"Melissodes_raphaelis","12","679.25","481.333021","138.948875","21772.042688"
"Centris_albiceps","8","1482.375","605.788491","214.178575","32658.064032"
"Tetrapedia_maura","18","262.944444","388.951906","91.676843","14514.695126"
"Centris_lutea","26","512.153846","415.808388","81.546734","10048.635087"
"Xylocopa_nautlana","96","442.0625","535.550456","54.65939","2721.505336"
"Diadasia_angusticeps","27","765.296296","469.665823","90.38723","9676.463417"
"Thyreus_nitidulus","193","179.020725","266.73348","19.199896","1353.702136"
"Melissodes_ecuadorius","12","829","574.274087","165.778649","21772.042688"
"Martinapis_occidentalis","27","311.148148","295.499669","56.868938","9676.463417"
"Xylocopa_nobilis","1","435",NA,NA,"261264.512259"
"Hopliphora_velutina","4","329.75","475.103059","237.551529","65316.128065"
"Nomada_ovata","85","184.952941","155.045378","16.817032","3073.700144"
"Bombus_exil","3","1796","150.159915","86.694867","87088.170753"
"Epeolus_glabratus","27","23.259259","14.867602","2.861271","9676.463417"
"Biastes_cressoni","22","899.681818","491.545511","104.797855","11875.659648"
"Exomalopsis_binotata","19","1424","328.627449","75.392307","13750.763803"
"Bombus_polaris","205","391.195122","482.289994","33.684594","1274.461035"
"Hexepeolus_rhodogyne","38","570.894737","271.807741","44.093038","6875.381902"
"Oreopasites_favreauae","21","1271.904762","228.87986","49.94568","12441.16725"
"Anthophora_balneorum","37","1369","699.227113","114.952229","7061.203034"
"Ammobatoides_radoszkowskii","2","1084.5","48.790368","34.5","130632.25613"
"Melipona_lateralis","30","264.5","395.127195","72.140026","8708.817075"
"Euglossa_piliventris","11","279.818182","340.668701","102.715478","23751.319296"
"Leurotrigona_pusilla","8","56.375","17.426888","6.161335","32658.064032"
"Melecta_thoracica","81","1395.802469","610.322997","67.813666","3225.487806"
"Eucera_acerba","16","1783.6875","891.210018","222.802504","16329.032016"
"Ceratina_sequoiae","73","823.164384","538.776314","63.058998","3578.965921"
"Ceratina_neomexicana","180","1932.788889","493.574727","36.788888","1451.469513"
"Plebeia_wittmanni","7","275.285714","150.973192","57.062503","37323.501751"
"Anthidium_palmarum","137","931.992701","554.412056","47.366619","1907.040235"
"Bombus_vestalis","1188","218.704545","336.118341","9.751782","219.919623"
"Amegilla_albiceps","29","233.413793","139.978191","25.993298","9009.121112"
