Family,Subfamily,Tribe,Species name and author,tips,"broad_sociality (solitary, social, kleptoparasite, social parasite)","fine_sociality (communal, primitively eusocial, eusocial)",sociality_notes,sociality_ref,"nesting_resources (resins, floral oils, leaf materials, etc)",nesting_resources_ref,nesting_place,reference,habitat,reference
Apidae,Anthophorinae,Anthophorini,,Anthophora_quadrimaculata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_centriformis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_fulvicauda,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_balneorum,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_abroniae,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_columbariae,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_salazariae,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_striata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_mortuaria,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_pachyodonta,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_parkeri,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_albata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_cockerelli,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_flavocincta,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_exigua,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_petrophila,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_maculifrons,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_rhodothorax,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_caudata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_chihuahua,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_timberlakei,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_estebana,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_rara,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_erythrothorax,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_escalante,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_peritomae,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_curta,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_squammulosa,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_phenax,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_hololeuca,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_vestita,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_albigena,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_asserta,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_calceifera,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_dulcifera,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_karlba,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_alpha,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_mcnamarae,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_paeninsulae,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_cingulata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_indistincta,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_thorogoodi,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_walkeri,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_viridicingulata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_adelaidae,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_murrayensis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_pulchra,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_calens,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_quadrifasciata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_aeruginosa,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_chlorocyanea,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_albiceps,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_calva,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_albigenella,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_bombiformis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_rhodoscymna,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_dawsoni,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_scymna,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Amegilla_nubica,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_pubescens,solitary,,,Michener 2007,,,,,,
Apidae,Anthophorinae,Anthophorini,,Habropoda_laboriosa,solitary,,,Barthell et al. 1998,,,ground,Barthell et al. 1998,,
Apidae,Anthophorinae,Anthophorini,,Habropoda_depressa,solitary,,,Barthell et al. 1999,,,ground,Barthell et al. 1999,,
Apidae,Anthophorinae,Anthophorini,,Habropoda_sinensis,solitary,,,Barthell et al. 2000,,,ground,Barthell et al. 2000,,
Apidae,Anthophorinae,Anthophorini,,Habropoda_cineraria,solitary,,,Barthell et al. 2001,,,ground,Barthell et al. 2001,,
Apidae,Anthophorinae,Anthophorini,,Habropoda_pallida,solitary,,,Barthell et al. 2002,,,ground,Barthell et al. 2002,,
Apidae,Anthophorinae,Anthophorini,,Habropoda_tristissima,solitary,,,Barthell et al. 2003,,,ground,Barthell et al. 2003,,
Apidae,Anthophorinae,Anthophorini,,Habropoda_tarsata,solitary,,,Barthell et al. 2004,,,ground,Barthell et al. 2004,,
Apidae,Anthophorinae,Anthophorini,,Habropoda_radoszkowskii,solitary,,,Barthell et al. 2005,,,ground,Barthell et al. 2005,,
Apidae,Anthophorinae,Anthophorini,,Pachymelus_peringueyi,solitary,,,Michener 2007,,,,,,
Apidae,Anthophorinae,Anthophorini,,Deltoptila_aurulentocaudata,solitary,,,Michener 2007,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_oblongatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_cordiforme,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_gratum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_unicum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_chilense,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_porterae,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_florentinum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_septemspinosum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_loti,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_colliguayanum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_spatulatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_toro,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_adelphum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_aymara,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_chubuti,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_espinosai,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_anurospilum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_mapuche,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_gayi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_rubripes,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_penai,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_funereum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_maculosum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_deceptum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_cockerelli,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_illustre,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_formosum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_collectum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_edwardsii,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_emarginatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_tenuiflorae,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_jocosum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_utahense,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_mormonum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_palliventre,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_montanum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_palmarum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_cingulatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_manicatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_punctatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidium_clypeodentatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Afranthidium_abdominale,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Afranthidium_folliculosum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Afranthidium_karrooense,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Afranthidium_alternans,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Afranthidium_carduele,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Afranthidium_schulthessii,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Afranthidium_capicola,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Afranthidium_rubellulum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Afranthidium_poecilodontum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_eximium,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_cribratum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_stigmaticorne,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_micrurum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_minutulum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_scapulare,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_nanum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_melanurum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_rhombiferum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_octodentatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_tergofasciatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_tuberculiferum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_reticulatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_immaculatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_junodi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_sjoestedti,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_repetitum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pseudoanthidium_kryzhanovskii,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Serapista_rufipes,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_punctulatissima,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_breviuscula,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_phaeoptera,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_odontopyga,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_franconica,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_minima,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_minuta,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_anthracina,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_carnifex,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_montana,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_calliphorina,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_holocyanea,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_linsleyi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_pavonina,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_subcaerulea,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_foederalis,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_nitida,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_monticola,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_lateralis,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_interrupta,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_paiute,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_semirubra,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_ornatula,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_subemarginata,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_palmarum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_anasazi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_robertsoni,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_permaculata,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_broemelingi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_signata,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_anthidioides,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_hurdi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_laticincta,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_rudbeckiarum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_costalis,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_perpulchra,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Euaspis_abdominalis,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Euaspis_polynesia,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Euaspis_strandi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Euaspis_carbonaria,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_nasuta,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_rozeni,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_annulata,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Stelis_ruficornis,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidiellum_absonulum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Benanthis_madagascariensis,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Eoanthidium_clypeare,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Eoanthidium_turnericum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidiellum_notatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidiellum_strigatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidiellum_breviusculum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Rhodanthidium_infuscatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pachyanthidium_ausense,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pachyanthidium_bicolor,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pachyanthidium_cordatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Plesianthidium_rufocaudatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Plesianthidium_volkmanni,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Pachyanthidium_benguelense,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Plesianthidium_calescens,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Plesianthidium_cariniventre,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Plesianthidium_trachusiforme,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Cyphanthidium_intermedium,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Icteranthidium_ferrugineum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Icteranthidium_grohmanni,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Icteranthidium_limbiferum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Icteranthidium_laterale,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Rhodanthidium_caturigense,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Rhodanthidium_septemdentatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Rhodanthidium_sticticum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Rhodanthidium_superbum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Bathanthidium_binghami,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_arizonicum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_macrurum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_subparvum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_parvum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_curvatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_simile,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_dubium,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_plenum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_pudicum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Dianthidium_ulkei,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Paranthidium_jugatorium,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthidiellum_carinatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthodioctes_lauroi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Epanthidium_bicoloratum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Austrostelis_catamarcensis,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Hoplostelis_bivittata,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Anthodioctes_mapirensis,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Aztecanthidium_tenochtitlanicum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Hypanthidioides_marginata,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Duckeanthidium_thielei,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Hypanthidium_obscurius,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Notanthidium_rudolphi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Notanthidium_bizonatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Notanthidium_steloides,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Trachusa_byssina,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Trachusa_cordaticeps,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Trachusa_larreae,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Trachusa_vietnamensis,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Trachusa_perdita,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Trachusa_schoutedeni,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Trachusa_interrupta,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Trachusa_pubescens,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_florisomne,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_edentulum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_emarginatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_diodon,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_mocsaryi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_grande,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_transversum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_ventrale,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_nasutum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_rapunculi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_bytinskii,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_laticaudum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_campanularum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_hellenicum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_distinctum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_styriacum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_foveolatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_petersi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_philadelphi,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_californicum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_phaceliae,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_cockerelli,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_minutum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_incisulum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_marginatum,solitary,,,,,,,,,
Megachilidae,Megachilinae,Anthidiini,,Chelostoma_aureocinctum,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_truncorum,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_crenulata,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_rubicola,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_sauteri,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_gracilior,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_crucifera,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_variolosa,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_leavitti,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_punctulifera,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_carinata,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_timberlakei,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Heriades_cressoni,solitary,,,,,,,,,
Megachilidae,,Osmiini,,Hofferia_schmiedeknechti,solitary,,,,,,,,,
